geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0022834	ligand-gated channel activity	http://amigo.geneontology.org/amigo/term/GO:0022834	53	6	1.02291917973462	5.865566037735849	4.6033084040519867e-4	0.03009261830255653	2555;2558;2561;2902;3760;57030	ENSG00000104888;ENSG00000145864;ENSG00000151834;ENSG00000162989;ENSG00000176884;ENSG00000186297
GO:0005254	chloride channel activity	http://amigo.geneontology.org/amigo/term/GO:0005254	20	4	0.38600723763570566	10.3625	4.849620660769549e-4	0.03009261830255653	2555;2558;2561;57030	ENSG00000104888;ENSG00000145864;ENSG00000151834;ENSG00000186297
GO:0099095	ligand-gated anion channel activity	http://amigo.geneontology.org/amigo/term/GO:0099095	9	3	0.17370325693606753	17.270833333333336	5.303593391507988e-4	0.03009261830255653	2555;2558;57030	ENSG00000104888;ENSG00000151834;ENSG00000186297
GO:0030276	clathrin binding	http://amigo.geneontology.org/amigo/term/GO:0030276	21	4	0.4053075995174909	9.86904761904762	5.904416283475378e-4	0.03009261830255653	6857;50632;57586;143425	ENSG00000019505;ENSG00000067715;ENSG00000130643;ENSG00000170743
GO:0005253	anion channel activity	http://amigo.geneontology.org/amigo/term/GO:0005253	21	4	0.4053075995174909	9.86904761904762	5.904416283475378e-4	0.03009261830255653	2555;2558;2561;57030	ENSG00000104888;ENSG00000145864;ENSG00000151834;ENSG00000186297
GO:0022839	ion gated channel activity	http://amigo.geneontology.org/amigo/term/GO:0022839	127	9	2.451145958986731	3.6717519685039375	6.164941009486613e-4	0.03009261830255653	2555;2558;2561;2902;3739;3747;3760;3788;57030	ENSG00000104888;ENSG00000145864;ENSG00000151834;ENSG00000156486;ENSG00000162989;ENSG00000166006;ENSG00000176884;ENSG00000182255;ENSG00000186297
GO:0022836	gated channel activity	http://amigo.geneontology.org/amigo/term/GO:0022836	130	9	2.5090470446320867	3.587019230769231	7.316378312646199e-4	0.03071540096024371	2555;2558;2561;2902;3739;3747;3760;3788;57030	ENSG00000104888;ENSG00000145864;ENSG00000151834;ENSG00000156486;ENSG00000162989;ENSG00000166006;ENSG00000176884;ENSG00000182255;ENSG00000186297
GO:0005184	neuropeptide hormone activity	http://amigo.geneontology.org/amigo/term/GO:0005184	10	3	0.19300361881785283	15.543750000000001	7.472376674066972e-4	0.03071540096024371	885;4852;80763	ENSG00000122585;ENSG00000134548;ENSG00000187094
GO:0016917	GABA receptor activity	http://amigo.geneontology.org/amigo/term/GO:0016917	10	3	0.19300361881785283	15.543750000000001	7.472376674066972e-4	0.03071540096024371	2555;2558;2561	ENSG00000145864;ENSG00000151834;ENSG00000186297
GO:0015075	ion transmembrane transporter activity	http://amigo.geneontology.org/amigo/term/GO:0015075	252	13	4.863691194209891	2.6728670634920637	8.088421941321311e-4	0.03158528768085972	492;2555;2558;2561;2902;3739;3747;3760;3788;7781;57030;140679;388662	ENSG00000067842;ENSG00000101438;ENSG00000104888;ENSG00000115194;ENSG00000145864;ENSG00000151834;ENSG00000156486;ENSG00000162989;ENSG00000166006;ENSG00000176884;ENSG00000182255;ENSG00000186297;ENSG00000197106
GO:0030594	neurotransmitter receptor activity	http://amigo.geneontology.org/amigo/term/GO:0030594	42	5	0.8106151990349818	6.168154761904763	0.0011215811446049218	0.03998967264630038	2555;2558;2561;2902;2915	ENSG00000145864;ENSG00000151834;ENSG00000168959;ENSG00000176884;ENSG00000186297
GO:0022824	transmitter-gated ion channel activity	http://amigo.geneontology.org/amigo/term/GO:0022824	25	4	0.48250904704463204	8.290000000000001	0.0011776728180088458	0.03998967264630038	2555;2558;2561;2902	ENSG00000145864;ENSG00000151834;ENSG00000176884;ENSG00000186297
GO:0022835	transmitter-gated channel activity	http://amigo.geneontology.org/amigo/term/GO:0022835	25	4	0.48250904704463204	8.290000000000001	0.0011776728180088458	0.03998967264630038	2555;2558;2561;2902	ENSG00000145864;ENSG00000151834;ENSG00000176884;ENSG00000186297
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	http://amigo.geneontology.org/amigo/term/GO:0005546	26	4	0.5018094089264173	7.971153846153847	0.0013717887429021136	0.04464029200860628	6857;9758;29091;143425	ENSG00000067715;ENSG00000168952;ENSG00000169933;ENSG00000170743
