chr1	174998891	175000295	405	*
chr11	76444112	76445324	213	*
chr11	77473774	77474984	211	*
chr11	809029	810524	496	*
chr1	181089205	181090508	304	*
chr11	83156347	83157610	264	*
chr11	83285741	83286995	255	*
chr1	183471271	183472494	224	*
chr1	19209725	19210994	270	*
chr1	193121236	193122450	215	*
chr1	193121654	193122876	223	*
chr11	9460282	9461499	218	*
chr1	200409494	200410692	199	*
chr1	200668928	200670338	411	*
chr1	204411176	204412505	330	*
chr12	101407541	101408772	232	*
chr12	10612928	10614307	380	*
chr12	106774027	106775305	279	*
chr12	112124847	112126106	260	*
chr12	112418190	112419394	205	*
chr12	120437392	120438575	184	*
chr12	120445784	120447051	268	*
chr12	122225436	122226701	266	*
chr12	122500449	122501684	236	*
chr12	122526404	122527670	267	*
chr12	122895466	122896973	508	*
chr12	123633090	123634423	334	*
chr12	124422464	124423896	433	*
chr12	124914076	124915402	327	*
chr1	212607856	212609349	494	*
chr12	12611206	12612449	244	*
chr1	212791347	212792536	190	*
chr12	132143745	132145126	382	*
chr12	133036740	133037964	225	*
chr12	133080139	133081542	404	*
chr12	133129962	133131189	228	*
chr12	15881725	15882969	245	*
chr12	1690295	1691526	232	*
chr1	21782611	21783876	266	*
chr1	223991994	223993289	296	*
chr12	26126026	26127265	240	*
chr1	228102761	228103948	188	*
chr1	228108647	228109975	329	*
chr12	2812293	2813476	184	*
chr1	228139357	228140818	462	*
chr1	228457001	228458490	490	*
chr1	230641962	230643263	302	*
chr12	42144220	42145413	194	*
chr1	244863925	244865153	229	*
chr12	45990289	45991517	229	*
chr1	24642313	24643599	287	*
chr1	246565762	246567029	268	*
chr1	24744425	24745649	225	*
chr12	48716181	48717492	312	*
chr12	48851551	48852897	347	*
chr12	51172473	51173720	248	*
chr1	25246872	25248105	234	*
chr12	53005671	53006969	299	*
chr12	53379347	53380579	233	*
chr12	53500313	53501514	202	*
chr12	56117569	56118752	184	*
chr12	56359727	56361059	333	*
chr12	56467867	56469067	201	*
chr12	57430518	57431711	194	*
chr12	57743935	57745562	628	*
chr1	26169252	26170460	209	*
chr12	64221828	64223250	423	*
chr1	26431671	26432881	211	*
chr12	6662682	6664009	328	*
chr1	26691987	26693190	204	*
chr12	6723411	6724767	357	*
chr1	27914217	27915470	254	*
chr12	8081598	8082804	207	*
chr12	82357782	82359273	492	*
chr12	89352050	89353287	238	*
chr1	29230398	29231638	241	*
chr1	3065995	3067349	355	*
chr13	102845109	102846440	332	*
chr13	106567456	106568683	228	*
chr13	108217734	108218988	255	*
chr13	110714884	110716081	198	*
chr13	111152969	111154152	184	*
chr13	112587341	112588782	442	*
chr13	113296518	113297813	296	*
chr13	113665553	113667197	645	*
chr1	31644106	31645561	456	*
chr1	32013102	32014356	255	*
chr13	31161369	31162693	325	*
chr13	41061031	41062254	224	*
chr13	44988867	44990149	283	*
chr13	45340187	45341397	211	*
chr13	45340591	45341900	310	*
chr13	48037256	48038535	280	*
chr1	38011863	38013089	227	*
chr1	38872880	38874162	283	*
chr14	100375777	100377075	299	*
chr14	101947402	101948885	484	*
chr14	102319070	102320288	219	*
chr14	103333503	103334821	319	*
chr14	104752485	104753784	300	*
chr14	105490293	105491713	421	*
chr14	20460993	20462350	358	*
chr14	20682322	20683620	299	*
chr14	21070871	21072109	239	*
chr14	21103145	21104378	234	*
chr14	22918270	22919838	569	*
chr14	23468847	23470148	302	*
chr14	24114195	24115402	208	*
chr14	35808720	35809916	197	*
chr14	39431700	39432935	236	*
chr14	51094372	51095795	424	*
chr14	55026592	55027822	231	*
chr14	55051210	55052479	270	*
chr14	57389940	57391147	208	*
chr14	60248360	60249559	200	*
chr14	60980462	60981875	414	*
chr14	69397786	69399077	292	*
chr14	69766524	69767810	287	*
chr1	47230430	47231702	273	*
chr14	73886049	73887330	282	*
chr14	74083817	74085003	187	*
chr14	74084093	74085446	354	*
chr14	75278324	75279525	202	*
chr14	75279360	75280578	219	*
chr14	77028191	77029418	228	*
chr14	77181772	77182960	189	*
chr14	77320522	77321900	379	*
chr14	88384947	88386242	296	*
chr14	90382676	90383945	270	*
chr14	92793530	92794752	223	*
chr14	99480548	99481976	429	*
chr1	50959655	50960920	266	*
chr15	100601565	100602904	340	*
chr1	51594448	51595689	242	*
chr1	52403942	52405140	199	*
chr1	53237885	53239188	304	*
chr15	40108464	40109647	184	*
chr15	40281835	40283021	187	*
chr15	41115929	41117120	192	*
chr15	42548160	42549398	239	*
chr15	45586663	45587858	196	*
chr15	49620463	49621646	184	*
chr15	50423739	50425025	287	*
chr15	57706028	57707263	236	*
chr15	60478505	60479711	207	*
chr15	65791865	65793094	230	*
chr15	66386097	66387387	291	*
chr15	67520876	67522103	228	*
chr15	68277141	68278491	351	*
chr15	70197052	70198313	262	*
chr15	70197630	70198861	232	*
chr15	72272125	72273308	184	*
chr15	72473560	72474918	359	*
chr15	72783090	72784488	399	*
chr15	74318278	74319577	300	*
chr15	75625089	75626416	328	*
chr15	75639359	75640868	510	*
chr15	76336165	76337348	184	*
chr15	78437441	78438695	255	*
chr15	82809018	82810298	281	*
chr15	83066699	83067983	285	*
chr1	58546177	58547360	184	*
chr1	58783684	58784881	198	*
chr15	89334651	89335841	191	*
chr15	92903649	92904940	292	*
chr1	59296012	59297530	519	*
chr15	98646651	98647875	225	*
chr16	10943905	10945110	206	*
chr16	11742351	11743648	298	*
chr16	1193811	1195010	200	*
chr16	1420158	1421485	328	*
chr16	1705389	1706585	197	*
chr16	1782245	1783446	202	*
chr16	1826513	1827709	197	*
chr16	18801021	18802253	233	*
chr16	19066974	19068549	576	*
chr16	1971317	1972717	401	*
chr16	2222965	2224235	271	*
chr16	2267466	2268931	466	*
chr16	2531393	2532576	184	*
chr16	28822102	28823285	184	*
chr16	28845782	28847126	345	*
chr16	28974119	28975329	211	*
chr16	29804939	29806172	234	*
chr16	30370349	30371605	257	*
chr16	30921996	30923831	836	*
chr16	31032682	31034016	335	*
chr16	31073729	31074912	184	*
chr16	31094305	31095488	184	*
chr16	31458721	31460078	358	*
chr16	31507767	31508963	197	*
chr16	3282863	3284046	184	*
chr16	3304703	3306063	361	*
chr16	4846812	4847995	184	*
chr16	50741351	50742562	212	*
chr16	54928623	54929935	313	*
chr16	56931370	56932558	189	*
chr16	67109314	67110518	205	*
chr16	67183277	67184556	280	*
chr16	67562620	67563883	264	*
chr16	68022613	68023956	344	*
chr16	70346218	70347513	296	*
chr16	715940	717303	364	*
chr16	71808455	71809660	206	*
chr16	71845302	71846496	195	*
chr16	71845584	71846822	239	*
chr16	740406	741785	380	*
chr16	75267594	75268864	271	*
chr16	75622672	75623996	325	*
chr16	768937	770436	500	*
chr16	85170331	85171561	231	*
chr16	85170696	85172016	321	*
chr16	85799039	85800222	184	*
chr16	86337425	86338983	559	*
chr16	86554632	86555815	184	*
chr16	87950486	87951675	190	*
chr16	88705834	88707094	261	*
chr16	89490128	89491315	188	*
chr16	89972095	89973427	333	*
chr16	999667	1000884	218	*
chr1	70205007	70206221	215	*
chr17	1516177	1517405	229	*
chr17	15699046	15700239	194	*
chr17	15998904	16000356	453	*
chr17	17280584	17281829	246	*
chr17	17476430	17477653	224	*
chr17	18855737	18856955	219	*
chr17	19377663	19378874	212	*
chr17	27293479	27294769	291	*
chr17	28334713	28336205	493	*
chr17	28661611	28662850	240	*
chr17	28951118	28952485	368	*
chr17	29293712	29294976	265	*
chr17	35567302	35568548	247	*
chr17	35586533	35588064	532	*
chr17	38853222	38854433	212	*
chr17	40340784	40341970	187	*
chr17	4142445	4143758	314	*
chr17	4143044	4144319	276	*
chr17	41688202	41689419	218	*
chr17	41688695	41690078	384	*
chr17	41734110	41735316	207	*
chr17	42387836	42389439	604	*
chr17	42832819	42834046	228	*
chr17	42963815	42965036	222	*
chr17	44186226	44187554	329	*
chr17	44898950	44900182	233	*
chr17	44916367	44917553	187	*
chr17	45060649	45061917	269	*
chr17	47970351	47971598	248	*
chr17	48891843	48893301	459	*
chr17	4966809	4967998	190	*
chr17	50719075	50720341	267	*
chr17	50866172	50867437	266	*
chr17	50867198	50868489	292	*
chr17	51152948	51154151	204	*
chr17	57892506	57893689	184	*
chr17	58218662	58219868	207	*
chr17	58517379	58518780	402	*
chr17	59564950	59566224	275	*
chr17	59618800	59620084	285	*
chr17	59619172	59620401	230	*
chr17	61927371	61928578	208	*
chr17	63772800	63774407	608	*
chr17	64506311	64507494	184	*
chr17	64974996	64976198	203	*
chr17	67717197	67718419	223	*
chr17	68511788	68513160	373	*
chr17	70168442	70169739	298	*
chr17	7233868	7235067	200	*
chr17	7251487	7253054	568	*
chr17	7314835	7316087	253	*
chr17	7328912	7330334	423	*
chr17	74872707	74873942	236	*
chr17	75666587	75668012	426	*
chr17	75691389	75692787	399	*
chr17	75778997	75780468	472	*
chr17	75784165	75785525	361	*
chr17	75848309	75849497	189	*
chr17	75854934	75856179	246	*
chr17	7614590	7615825	236	*
chr17	77320575	77321791	217	*
chr17	77957880	77959123	244	*
chr1	778073	779403	331	*
chr17	781652	782999	348	*
chr17	78840296	78841781	486	*
chr1	77978676	77979951	276	*
chr17	79796407	79797876	470	*
chr17	79839290	79840484	195	*
chr17	80146697	80147880	184	*
chr17	80414521	80415910	390	*
chr17	81306391	81307718	328	*
chr17	81378990	81380279	290	*
chr17	81394835	81396018	184	*
chr17	81511518	81512752	235	*
chr17	8155809	8157322	514	*
chr17	81665992	81667221	230	*
chr17	81702761	81703972	212	*
chr17	81860514	81861710	197	*
chr17	81940544	81941744	201	*
chr17	8248677	8249911	235	*
chr18	11850805	11852011	207	*
chr18	13726050	13727266	217	*
chr18	21600150	21601492	343	*
chr18	35040699	35041940	242	*
chr18	47930783	47931966	184	*
chr18	50287333	50288766	434	*
chr1	85580153	85581356	204	*
chr18	56638153	56639343	191	*
chr18	56650708	56651929	222	*
chr18	57629671	57630920	250	*
chr18	9136109	9137348	240	*
chr1	89524014	89525197	184	*
chr1	89994398	89995713	316	*
chr19	1003086	1004431	346	*
chr19	10105738	10106996	259	*
chr19	1020689	1021872	184	*
chr19	1021003	1022376	374	*
chr19	10251267	10252464	198	*
chr19	10251563	10252855	293	*
chr19	10402875	10404237	363	*
chr19	10416059	10417504	446	*
chr19	10568524	10569711	188	*
chr19	10653304	10654579	276	*
chr19	1065923	1067111	189	*
chr19	11208799	11210013	215	*
chr19	11209336	11210684	349	*
chr19	1241062	1242289	228	*
chr19	1251877	1253279	403	*
chr19	1260508	1261721	214	*
chr19	12695999	12697336	338	*
chr19	12734128	12735356	229	*
chr19	12790807	12792246	440	*
chr19	12793001	12794231	231	*
chr19	12945042	12946402	361	*
chr19	13152456	13153777	322	*
chr19	1383211	1384500	290	*
chr19	14006072	14007622	551	*
chr19	14136156	14137401	246	*
chr19	14418758	14419947	190	*
chr19	14517630	14518931	302	*
chr19	14518077	14519410	334	*
chr19	15379191	15380433	243	*
chr19	17304931	17306259	329	*
chr19	17419254	17420510	257	*
chr19	17511373	17512666	294	*
chr19	18192224	18193556	333	*
chr19	18203437	18204697	261	*
chr19	18279964	18281147	184	*
chr19	18281154	18282355	202	*
chr19	18322697	18323899	203	*
chr19	18521347	18522530	184	*
chr19	18557223	18558437	215	*
chr19	18571157	18572394	238	*
chr19	18918869	18920136	268	*
chr19	19033205	19034403	199	*
chr19	1939849	1941460	612	*
chr19	2475633	2476866	234	*
chr19	2782881	2784134	254	*
chr19	29605663	29606886	224	*
chr19	2983214	2984416	203	*
chr1	93078487	93079749	263	*
chr19	33176314	33177630	317	*
chr19	34677184	34678422	239	*
chr19	34733580	34734883	304	*
chr19	35544835	35546166	332	*
chr19	35611983	35613429	447	*
chr19	35628288	35629693	406	*
chr19	36053681	36055032	352	*
chr19	36114397	36115673	277	*
chr19	36139383	36140606	224	*
chr19	3626260	3627465	206	*
chr19	37334031	37335227	197	*
chr19	3783296	3784479	184	*
chr19	38172894	38174138	245	*
chr19	39390546	39391977	432	*
chr19	4006757	4007985	229	*
chr19	40347999	40349241	243	*
chr19	40425379	40426562	184	*
chr19	40750000	40751229	230	*
chr19	41396849	41398034	186	*
chr19	42242127	42243821	695	*
chr19	42283069	42284252	184	*
chr1	9428325	9429701	377	*
chr19	43532655	43533919	265	*
chr19	43595655	43596864	210	*
chr19	43619021	43620275	255	*
chr19	4401758	4402944	187	*
chr19	44164472	44165711	240	*
chr19	44889899	44891655	757	*
chr19	44954344	44955763	420	*
chr19	45467077	45468471	395	*
chr19	45468598	45469928	331	*
chr19	45584146	45585694	549	*
chr19	45716868	45718174	307	*
chr19	46428259	46429506	248	*
chr19	46600256	46601626	371	*
chr19	46660768	46661951	184	*
chr19	47112548	47113866	319	*
chr19	47130141	47131476	336	*
chr19	47514701	47515909	209	*
chr19	4790709	4792258	550	*
chr19	48169922	48171129	208	*
chr19	48445246	48446476	231	*
chr19	48468518	48469725	208	*
chr19	48618474	48620089	616	*
chr19	48636988	48638277	290	*
chr19	49495520	49496972	453	*
chr19	49639807	49641003	197	*
chr19	49641359	49642560	202	*
chr19	49876785	49878352	568	*
chr19	50024845	50026161	317	*
chr19	50375818	50377050	233	*
chr19	50475604	50477063	460	*
chr19	50510709	50512269	561	*
chr1	95072271	95073457	187	*
chr19	51703712	51704933	222	*
chr19	51926616	51927977	362	*
chr19	52048224	52049561	338	*
chr19	52189567	52190864	298	*
chr19	55216072	55217293	222	*
chr19	55258424	55259812	389	*
chr19	55338799	55339985	187	*
chr19	55385030	55386432	403	*
chr19	55407264	55408510	247	*
chr19	55653307	55654599	293	*
chr19	55674496	55675698	203	*
chr19	5622368	5623585	218	*
chr19	56314138	56315366	229	*
chr19	571689	572933	245	*
chr19	5719584	5720837	254	*
chr19	57279802	57281052	251	*
chr19	57319826	57321042	217	*
chr19	57350632	57351831	200	*
chr19	57362544	57364177	634	*
chr19	57389249	57390528	280	*
chr19	57726941	57728149	209	*
chr19	5790133	5791345	213	*
chr19	5790507	5791915	409	*
chr19	58326516	58327937	422	*
chr19	58439608	58440982	375	*
chr19	58543633	58544985	353	*
chr19	58554370	58555581	212	*
chr19	58558488	58559762	275	*
chr19	58572924	58574218	295	*
chr19	58574856	58576161	306	*
chr19	6392795	6394119	325	*
chr19	7488410	7489647	238	*
chr19	7535045	7536275	231	*
chr19	7629006	7630193	188	*
chr19	7919641	7920873	233	*
chr19	796516	797699	184	*
chr19	9309229	9310531	303	*
chr1	999998	1001574	577	*
chr20	17968154	17969650	497	*
chr20	18507005	18508513	509	*
chr20	20712253	20713452	200	*
chr20	21302798	21304047	250	*
chr20	23357427	23358864	438	*
chr20	23361081	23362662	582	*
chr20	2663615	2664809	195	*
chr20	31546748	31547955	208	*
chr20	323921	325195	275	*
chr20	33810577	33811766	190	*
chr20	34557879	34559551	673	*
chr20	3470289	3471514	226	*
chr20	34704063	34705283	221	*
chr20	3470839	3472064	226	*
chr20	35615182	35616396	215	*
chr20	36604985	36606282	298	*
chr20	36773330	36774539	210	*
chr20	36951003	36952274	272	*
chr20	37693454	37694663	210	*
chr20	3819791	3821478	688	*
chr20	38472147	38473330	184	*
chr20	45791262	45792538	277	*
chr20	45971703	45973033	331	*
chr20	46089386	46090591	206	*
chr20	49915053	49916292	240	*
chr20	56467727	56469237	511	*
chr20	6005417	6006639	223	*
chr20	62602788	62603984	197	*
chr20	63349800	63351062	263	*
chr20	63864448	63865697	250	*
chr2	105336696	105338130	435	*
chr2	108718797	108720103	307	*
chr2	110204363	110205599	237	*
chr2	113756201	113757388	188	*
chr2	117814066	117815300	235	*
chr2	119759010	119760264	255	*
chr2	121649035	121650224	190	*
chr2	127525998	127527407	410	*
chr2	130180976	130182294	319	*
chr2	131104762	131105946	185	*
chr2	131492334	131493599	266	*
chr21	33541596	33542863	268	*
chr2	134918086	134919288	203	*
chr2	135984940	135986137	198	*
chr21	36134709	36135957	249	*
chr21	42009682	42010922	241	*
chr21	42878984	42880202	219	*
chr21	44338749	44340079	331	*
chr21	45335522	45336804	283	*
chr2	159711932	159713196	265	*
chr2	167292945	167294162	218	*
chr2	169583738	169584956	219	*
chr2	171921795	171922978	184	*
chr2	191019798	191020997	200	*
chr2	19347763	19349167	405	*
chr2	197452739	197453945	207	*
chr2	197499626	197500809	184	*
chr2	199458949	199460282	334	*
chr2	200863980	200865341	362	*
chr2	201780470	201781666	197	*
chr2	207226914	207228137	224	*
chr2	218216341	218217545	205	*
chr22	19144142	19145326	185	*
chr22	19171014	19172350	337	*
chr22	19431854	19433048	195	*
chr2	219543419	219544602	184	*
chr2	222860415	222861691	277	*
chr22	24555303	24556538	236	*
chr22	26483178	26484419	242	*
chr2	227324656	227325889	234	*
chr22	30206553	30207738	186	*
chr22	30356217	30357482	266	*
chr2	231387989	231389182	194	*
chr2	231706354	231707776	423	*
chr22	36480922	36482186	265	*
chr22	36528602	36530056	455	*
chr2	237085191	237086455	265	*
chr22	37607845	37609186	342	*
chr22	38201518	38202729	212	*
chr22	38700415	38701925	511	*
chr22	39519727	39521148	422	*
chr2	240585810	240586993	184	*
chr22	40856143	40857338	196	*
chr2	240870470	240871723	254	*
chr2	240966531	240967887	357	*
chr22	41468461	41469673	213	*
chr22	41620635	41621853	219	*
chr22	44312703	44313886	184	*
chr22	44730649	44731963	315	*
chr22	46535529	46536929	401	*
chr2	24971531	24972723	193	*
chr22	50244391	50245714	324	*
chr2	26345325	26346534	210	*
chr2	27369893	27371105	213	*
chr2	27890603	27891933	331	*
chr2	28869652	28871045	394	*
chr2	32062808	32064108	301	*
chr2	3377235	3378451	217	*
chr2	3557661	3558905	245	*
chr2	46499614	46500821	208	*
chr2	55617011	55618532	522	*
chr2	64523572	64524824	253	*
chr2	68062439	68063622	184	*
chr2	70293042	70294305	264	*
chr2	71067686	71069106	421	*
chr2	74506905	74508102	198	*
chr2	74529144	74530508	365	*
chr2	74553661	74555151	491	*
chr2	85353993	85355242	250	*
chr2	85615632	85616837	206	*
chr2	86194772	86196093	322	*
chr3	10025744	10027035	292	*
chr3	100260209	100261413	205	*
chr3	100491864	100493067	204	*
chr3	101561195	101562414	220	*
chr3	101573488	101574703	216	*
chr3	101676394	101677808	415	*
chr3	107431200	107432513	314	*
chr3	111978460	111979660	201	*
chr3	113696254	113697518	265	*
chr3	114056004	114057327	324	*
chr3	119463028	119464338	311	*
chr3	119676668	119677950	283	*
chr3	120094319	120095592	274	*
chr3	126266824	126268025	202	*
chr3	128680304	128681542	239	*
chr3	128878825	128880220	396	*
chr3	129160795	129162053	259	*
chr3	134250394	134251660	267	*
chr3	136195985	136197176	192	*
chr3	136751909	136753166	258	*
chr3	136861575	136862805	231	*
chr3	139389096	139390364	269	*
chr3	14178179	14179401	223	*
chr3	14651049	14652336	288	*
chr3	149970630	149971960	331	*
chr3	150407692	150409061	370	*
chr3	150546022	150547251	230	*
chr3	154323899	154325132	234	*
chr3	155853953	155855327	375	*
chr3	15601033	15602585	553	*
chr3	157088501	157089872	372	*
chr3	157159643	157160974	332	*
chr3	157174402	157175701	300	*
chr3	16264362	16265714	353	*
chr3	173394978	173396286	309	*
chr3	183098877	183100202	326	*
chr3	183447091	183448281	191	*
chr3	184335264	184336501	238	*
chr3	185282254	185283513	260	*
chr3	185585689	185586874	186	*
chr3	185936767	185938006	240	*
chr3	187744764	187746375	612	*
chr3	196081387	196082713	327	*
chr3	196311	197522	212	*
chr3	25664261	25665458	198	*
chr3	25789422	25790647	226	*
chr3	28348425	28349613	189	*
chr3	3126380	3127613	234	*
chr3	33798028	33799211	184	*
chr3	36992855	36994065	211	*
chr3	38164371	38166331	961	*
chr3	39383597	39384780	184	*
chr3	41198902	41200212	311	*
chr3	42600091	42601346	256	*
chr3	44337749	44339124	376	*
chr3	45688578	45689906	329	*
chr3	47282095	47283388	294	*
chr3	47380300	47381534	235	*
chr3	48445972	48447301	330	*
chr3	49028831	49030087	257	*
chr3	4978206	4979406	201	*
chr3	49786148	49787331	184	*
chr3	50291866	50293191	326	*
chr3	51499434	51500626	193	*
chr3	53129833	53131047	215	*
chr3	53891254	53892711	458	*
chr3	57596833	57598316	484	*
chr3	58305625	58307008	384	*
chr3	9362428	9363669	242	*
chr3	9986206	9987527	322	*
chr4	102827027	102828215	189	*
chr4	102827399	102828746	348	*
chr4	109814852	109816085	234	*
chr4	112636404	112637779	376	*
chr4	118591098	118592373	276	*
chr4	119453967	119455452	486	*
chr4	129092844	129094175	332	*
chr4	147683602	147684854	253	*
chr4	152535568	152536753	186	*
chr4	1550379	1551611	233	*
chr4	158671559	158672848	290	*
chr4	163166323	163167558	236	*
chr4	163493970	163495193	224	*
chr4	169611981	169613200	220	*
chr4	169619913	169621129	217	*
chr4	185425324	185426582	259	*
chr4	39365792	39366999	208	*
chr4	39458193	39459628	436	*
chr4	39527076	39528397	322	*
chr4	41989814	41991153	340	*
chr4	4541424	4542639	216	*
chr4	498524	499900	377	*
chr4	51842386	51843689	304	*
chr4	53377058	53378280	223	*
chr4	56386807	56388143	337	*
chr4	673813	675077	265	*
chr4	73069192	73070450	259	*
chr4	73258585	73259776	192	*
chr4	77075558	77077045	488	*
chr4	82900346	82901578	233	*
chr4	8440123	8441413	291	*
chr4	87421980	87423256	277	*
chr4	931683	932973	291	*
chr4	99563135	99564587	453	*
chr5	113513055	113514266	212	*
chr5	119070561	119071838	278	*
chr5	132865983	132867205	223	*
chr5	134004462	134005667	206	*
chr5	138542667	138543987	321	*
chr5	140564052	140565238	187	*
chr5	142769779	142770962	184	*
chr5	149550899	149552257	359	*
chr5	154937619	154938802	184	*
chr5	160008469	160009825	357	*
chr5	172770780	172771964	185	*
chr5	176537243	176538493	251	*
chr5	178626256	178627466	211	*
chr5	181221852	181223081	230	*
chr5	33440139	33441381	243	*
chr5	41903495	41904767	273	*
chr5	5421774	5423029	256	*
chr5	55994334	55995667	334	*
chr5	60699548	60700818	271	*
chr5	62412101	62413553	453	*
chr5	7868401	7869646	246	*
chr5	79513935	79515308	374	*
chr5	80407159	80408536	378	*
chr5	91279928	91281118	191	*
chr5	96807005	96808195	191	*
chr6	109094842	109096025	184	*
chr6	11536908	11538091	184	*
chr6	139134359	139135651	293	*
chr6	142146538	142147791	254	*
chr6	142945864	142947166	303	*
chr6	143450206	143451389	184	*
chr6	144094951	144096277	327	*
chr6	149545492	149546757	266	*
chr6	17706241	17707632	392	*
chr6	26033015	26034198	184	*
chr6	26122487	26123707	221	*
chr6	26123130	26124313	184	*
chr6	26155786	26156969	184	*
chr6	26171457	26172678	222	*
chr6	26596260	26597538	279	*
chr6	27146526	27147782	257	*
chr6	27472450	27473684	235	*
chr6	27837691	27838878	188	*
chr6	3227539	3228805	267	*
chr6	34756829	34758123	295	*
chr6	35258757	35260061	305	*
chr6	37432660	37433889	230	*
chr6	38639535	38640734	200	*
chr6	41072040	41073310	271	*
chr6	41920620	41921813	194	*
chr6	44246324	44247726	403	*
chr6	53348342	53349727	386	*
chr6	57046032	57047218	187	*
chr6	63635208	63636761	554	*
chr6	79077697	79078984	288	*
chr6	87155039	87156286	248	*
chr6	90586710	90587942	233	*
chr6	98832094	98833288	195	*
chr7	100081233	100082516	284	*
chr7	100335540	100336809	270	*
chr7	100428196	100429392	197	*
chr7	100428662	100429881	220	*
chr7	100538319	100539775	457	*
chr7	100585668	100586988	321	*
chr7	100874351	100875545	195	*
chr7	105012050	105013753	704	*
chr7	108525507	108526960	454	*
chr7	112449694	112450954	261	*
chr7	112789743	112790982	240	*
chr7	1159564	1160933	370	*
chr7	120950031	120951348	318	*
chr7	124929209	124930665	457	*
chr7	12686121	12687366	246	*
chr7	12686801	12688032	232	*
chr7	129952324	129953618	295	*
chr7	138001599	138002783	185	*
chr7	139339894	139341260	367	*
chr7	139359301	139360567	267	*
chr7	140696128	140697350	223	*
chr7	140924448	140925769	322	*
chr7	144835443	144836626	184	*
chr7	149028023	149029225	203	*
chr7	149880727	149881910	184	*
chr7	151057562	151058801	240	*
chr7	151226731	151228035	305	*
chr7	1536796	1538024	229	*
chr7	155643860	155645099	240	*
chr7	158829012	158830464	453	*
chr7	17940031	17941270	240	*
chr7	23105084	23106316	233	*
chr7	23181392	23182657	266	*
chr7	25124745	25126113	369	*
