id	genes
GOMF_TRNA_BINDING_2	FARS2, XPOT, EARS2, TYW5, TRMT10B, EEF1A1, EIF2S3, FARSA, ELP5, EIF2S3B, PTCD1, IARS1, CTU2, IGHMBP2, KARS1, MARS1, METTL1, EIF2AK4, YARS2, TRNT1, NSUN2, TRMT10C, SARS2, TRNAU1AP, THG1L, DARS2, NAT10, TRMT1, TRMU, IARS2, AARS2, XPO5, TRMT9B, RARS1, RPL35A, NSUN3, SSB, TARS1, TERT, YRDC, PUS1, CARS1, EIF2A, ELP1, YARS1, ALKBH1, CTU1, ALKBH8, AIMP1
GOMF_L_ORNITHINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC25A15, SLC7A1, SLC7A2, SLC25A2, SLC7A3
GOMF_L_ORNITHINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	SLC7A2, SLC7A3
GOMF_L_ORNITHINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC25A15, SLC7A1, SLC25A2
GOMF_SULFUR_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	SLC7A9, CTNS, SLC7A11, SLC38A7, SLC1A1, SLC1A4, SLC3A1
GOMF_SULFUR_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_1	SLC7A9, CTNS, SLC7A11, SLC1A1, SLC1A4, SLC3A1
GOMF_SULFUR_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_2	SLC38A7
GOMF_SUCCINATE_DEHYDROGENASE_ACTIVITY	SDHAF4, SDHA, SDHB, SDHC, SDHD
GOMF_SUCCINATE_DEHYDROGENASE_ACTIVITY_1	SDHAF4, SDHA, SDHC
GOMF_SUCCINATE_DEHYDROGENASE_ACTIVITY_2	SDHB, SDHD
GOMF_MICROFILAMENT_MOTOR_ACTIVITY	MYO1H, MYO1B, MYO1F, MYH2, MYH3, MYH4, MYH6, MYH7, MYH8, MYH9, MYH10, MYO1A, MYO1C, MYO1D, MYO1E, MYO5A, MYO5B, MYO6, MYO7A, MYO7B, MYO9B, MYO10, MYO15A, MYO3A, MYO5C, MYO1G, MYH14, MYO19, MYH13
GOMF_MICROFILAMENT_MOTOR_ACTIVITY_1	MYO1H, MYO1F, MYH3, MYH6, MYH7, MYH8, MYH10, MYO1A, MYO1D, MYO1E, MYO5A, MYO6, MYO7A, MYO7B, MYO10, MYO15A, MYO3A, MYO5C, MYH14, MYH13
GOMF_MICROFILAMENT_MOTOR_ACTIVITY_2	MYO1B, MYH2, MYH4, MYH9, MYO1C, MYO5B, MYO9B, MYO1G, MYO19
GOMF_SNARE_BINDING	STX6, SEC24B, VTI1B, UNC13B, SEC24A, CPLX2, CPLX1, TMED10, CAPN10, PRRT2, STX1B, EXOC3, GABARAPL2, TRIM9, SNAP47, LRRK2, SYT2, SYNPR, STXBP5, VTI1A, SYT9, SYT6, SCFD2, DAPK1, TXLNB, ABCA1, TXLNA, TSNARE1, STX2, UNC13A, SYT11, SCFD1, SNAPIN, STX12, TXLNGY, ABL1, STXBP4, BLOC1S6, GOLGA2, EXOC3L1, SYPL2, CPLX4, SYT10, STX19, UNC13C, NSF, VPS54, NBAS, SYT17, TMED9, STX17, VPS50, SYBU, TXLNG, VPS11, SYT13, VPS18, PTPN2, RAB4A, CPLX3, VPS52, NAPB, SLC6A4, SNAP25, SNCA, STX1A, STX3, STX4, STX5, STXBP1, STXBP2, STXBP3, VAMP1, VAMP2, VAMP7, SYP, SYPL1, SYT1, SYT4, SYT5, TNFAIP2, UVRAG, CACNA1A, HECTD3, PICALM, SYT15, ANKRD27, STX7, SYT3, VAMP8, STX16, STX11, STX10, RAB11A, SNAP23, NAPG, NAPA, BAIAP3, SYT8, EXOC3L2, SYT7, SYT12, EXOC3L4, VAMP3, SNAP29, STX8, STXBP5L, SEC22B, GOSR2, SEC24C, SNPH, RNF40, SEC24D, SNAP91
GOMF_SNARE_BINDING_1	VTI1B, UNC13B, CPLX2, CPLX1, PRRT2, STX1B, GABARAPL2, SNAP47, SYT2, SYNPR, STXBP5, VTI1A, SYT9, SCFD2, DAPK1, TXLNB, ABCA1, TSNARE1, UNC13A, SYT11, STX12, TXLNGY, ABL1, SYT10, STX19, UNC13C, NSF, NBAS, VPS50, SYBU, VPS11, SYT13, VPS18, RAB4A, CPLX3, NAPB, SLC6A4, SNAP25, SNCA, STX1A, STX3, STX4, STXBP1, STXBP3, VAMP1, VAMP2, SYP, SYT1, SYT4, SYT5, UVRAG, CACNA1A, PICALM, SYT15, ANKRD27, STX7, SYT3, VAMP8, STX11, RAB11A, NAPG, NAPA, BAIAP3, SYT7, SYT12, VAMP3, SNAP29, STX8, STXBP5L, SNPH, SNAP91
GOMF_SNARE_BINDING_2	STX6, SEC24B, SEC24A, TMED10, CAPN10, EXOC3, TRIM9, LRRK2, SYT6, TXLNA, STX2, SCFD1, SNAPIN, STXBP4, BLOC1S6, GOLGA2, EXOC3L1, SYPL2, CPLX4, VPS54, SYT17, TMED9, STX17, TXLNG, PTPN2, VPS52, STX5, STXBP2, VAMP7, SYPL1, TNFAIP2, HECTD3, STX16, STX10, SNAP23, SYT8, EXOC3L2, EXOC3L4, SEC22B, GOSR2, SEC24C, RNF40, SEC24D
GOMF_RDNA_BINDING	MTOR, DHX33, RPTOR, BEND3, TSPYL2, BNC1, MAF1, MACROH2A1
GOMF_RDNA_BINDING_1	RPTOR, TSPYL2, BNC1, MAF1
GOMF_RDNA_BINDING_2	MTOR, DHX33, BEND3, MACROH2A1
GOMF_DNA_SECONDARY_STRUCTURE_BINDING	RAD51AP1, LIN54, NR0B1, ERCC5, ABL1, POT1, MSH6, H1-0, HMGB1, HMGB2, HMGB3, HMGA1, HNRNPD, GEN1, MAPT, MEF2C, MEN1, KMT2A, MSH2, NEIL3, RAD18, FANCM, RAD51C, RAD51B, RAD51D, RBBP8, CLSPN, BLM, WRN, XPC, XRCC2, XRCC3, YY1, HMGA2, RECQL4, HAND2
GOMF_DNA_SECONDARY_STRUCTURE_BINDING_1	LIN54, NR0B1, ERCC5, ABL1, MAPT, MEF2C, KMT2A, MSH2, RAD51B, XPC
GOMF_DNA_SECONDARY_STRUCTURE_BINDING_2	RAD51AP1, POT1, MSH6, H1-0, HMGB1, HMGB2, HMGB3, HMGA1, HNRNPD, GEN1, MEN1, NEIL3, RAD18, FANCM, RAD51C, RAD51D, RBBP8, CLSPN, BLM, WRN, XRCC2, XRCC3, YY1, HMGA2, RECQL4, HAND2
GOMF_3_KETO_STEROL_REDUCTASE_ACTIVITY	DHRS4, HSD3B1, HSD17B7, DHRS11, CBR3
GOMF_3_KETO_STEROL_REDUCTASE_ACTIVITY_1	DHRS4, DHRS11, CBR3
GOMF_3_KETO_STEROL_REDUCTASE_ACTIVITY_2	HSD3B1, HSD17B7
GOMF_PEROXISOME_TARGETING_SEQUENCE_BINDING	PEX5L, PEX7, PEX19, PEX5, CAT, BABAM2
GOMF_PEROXISOME_TARGETING_SEQUENCE_BINDING_1	PEX5L, PEX7, PEX19, PEX5, CAT, BABAM2
GOMF_PEROXISOME_TARGETING_SEQUENCE_BINDING_2	
GOMF_MAGNESIUM_ION_BINDING	PDCD6, UBA2, FARSB, ATP9A, ATP8A1, CIB2, ERN2, NEK6, MTHFD2, ADCY2, PAPOLA, ILVBL, TPPP, NUDT5, NUDT3, IRAK3, TREX2, TREX1, STK38, ADPRHL1, NT5C3B, CIB3, LRRK2, ADSS1, DIS3L2, CIB4, COMT, NUDT16, MAP3K8, ADPRH, PPM1N, ATP8B3, SIK1, YDJC, XXYLT1, ADSS2, NIM1K, DHX36, CLYBL, DXO, DUT, MARK2, ENO1, ENO2, ENO3, EPHX2, ERN1, EYA2, PRPS1L1, FEN1, CILK1, MORC2, FAN1, MAST1, STK38L, MAST3, ATP10B, MAST2, ATP11B, SIK2, ATP11A, SIK3, NCS1, TSSK2, RNASEH1, ALPI, ABL1, ALPP, HACL1, MTG2, GEM, ABL2, PPA2, GCLC, HPGDS, RPS6KA6, GNAI1, TSSK4, PGP, NUDT7, ENDOV, ATP11C, GSS, MSH6, HMGCL, HPRT1, IDH1, IDH2, IDH3A, IDH3B, IDH3G, GEN1, FOXK2, IMPA1, ITPK1, ATP9B, ARF1, MAST4, ENO4, ARL3, MARK1, MAP3K5, MSH2, MVK, NME1, WEE2, ATP4A, OPA1, PCK1, IRAK4, NT5C3A, PDE2A, TDP2, NLK, ATP8A2, STK26, MAP3K20, ATP8B1, PGM1, PGM3, PGM5, PKLR, PKM, PLK1, PLSCR1, SEPTIN4, MOV10L1, PPA1, SNRK, ADPRS, PPM1A, PPM1B, THG1L, TESC, MTPAP, EXD2, PGM2, PI4K2A, ENOSF1, CDC42BPG, PRKACA, PRKACB, ADCY10, MAP2K7, PRPS1, PRPS2, PRPSAP1, PRPSAP2, PRTFDC1, PDXP, PLSCR3, ATP10A, ATP8B2, ATP10D, PSPH, ENOPH1, NLRC4, RAN, RAP2A, RHEB, AASDHPPT, RP2, RPS6KA1, RPS6KA2, RPS6KA3, S100P, MAPK12, SRR, FIGNL1, LHPP, RRAGC, XYLT2, CERK, PINK1, SNCA, SRPK1, SRPK2, STK3, STK4, STK11, MAP3K7, TDG, TKT, TOP2A, WEE1, WRN, DCTPP1, THTPA, NUDT18, ATP8B4, PIF1, TSSK3, NUAK2, NUDT12, TSSK1B, TSSK6, DYRK3, BRSK1, DYRK2, NT5C1A, CDC42BPA, PDXK, PSPHP1, SUCLG2, SUCLA2, SPHK1, RPS6KA4, BRSK2, MAP3K6, LATS1, RPS6KA5, NT5C1B, CDC42BPB, OXSR1
GOMF_MAGNESIUM_ION_BINDING_1	ATP9A, ATP8A1, CIB2, ERN2, ADCY2, ILVBL, TPPP, NUDT3, TREX1, ADPRHL1, ADSS1, DIS3L2, CIB4, COMT, NUDT16, PPM1N, YDJC, ADSS2, NIM1K, CLYBL, DUT, MARK2, ENO1, ENO2, ENO3, EPHX2, EYA2, CILK1, FAN1, MAST1, MAST3, ATP10B, MAST2, SIK2, SIK3, NCS1, ABL1, GCLC, HPGDS, RPS6KA6, GNAI1, PGP, NUDT7, ENDOV, HMGCL, HPRT1, IDH2, IDH3A, IDH3G, IMPA1, ATP9B, MAST4, ENO4, ARL3, MAP3K5, MSH2, MVK, ATP4A, OPA1, PDE2A, TDP2, NLK, ATP8A2, STK26, PGM5, PKM, SEPTIN4, PPA1, ADPRS, PPM1A, PPM1B, TESC, MTPAP, EXD2, PI4K2A, ENOSF1, PRKACB, PRPS2, PRPSAP1, PRPSAP2, PRTFDC1, PDXP, ENOPH1, NLRC4, RAP2A, AASDHPPT, RPS6KA2, LHPP, XYLT2, PINK1, SNCA, SRPK2, TKT, THTPA, NUDT18, ATP8B4, NUDT12, TSSK6, BRSK1, NT5C1A, CDC42BPA, PDXK, PSPHP1, SUCLA2, SPHK1, RPS6KA4, BRSK2, RPS6KA5, CDC42BPB
GOMF_MAGNESIUM_ION_BINDING_2	PDCD6, UBA2, FARSB, NEK6, MTHFD2, PAPOLA, NUDT5, IRAK3, TREX2, STK38, NT5C3B, CIB3, LRRK2, MAP3K8, ADPRH, ATP8B3, SIK1, XXYLT1, DHX36, DXO, ERN1, PRPS1L1, FEN1, MORC2, STK38L, ATP11B, ATP11A, TSSK2, RNASEH1, ALPI, ALPP, HACL1, MTG2, GEM, ABL2, PPA2, TSSK4, ATP11C, GSS, MSH6, IDH1, IDH3B, GEN1, FOXK2, ITPK1, ARF1, MARK1, NME1, WEE2, PCK1, IRAK4, NT5C3A, MAP3K20, ATP8B1, PGM1, PGM3, PKLR, PLK1, PLSCR1, MOV10L1, SNRK, THG1L, PGM2, CDC42BPG, PRKACA, ADCY10, MAP2K7, PRPS1, PLSCR3, ATP10A, ATP8B2, ATP10D, PSPH, RAN, RHEB, RP2, RPS6KA1, RPS6KA3, S100P, MAPK12, SRR, FIGNL1, RRAGC, CERK, SRPK1, STK3, STK4, STK11, MAP3K7, TDG, TOP2A, WEE1, WRN, DCTPP1, PIF1, TSSK3, NUAK2, TSSK1B, DYRK3, DYRK2, SUCLG2, MAP3K6, LATS1, NT5C1B, OXSR1
GOMF_ENDOPOLYPHOSPHATASE_ACTIVITY	NUDT4, NUDT3, NUDT10, NUDT4B, NUDT11
GOMF_ENDOPOLYPHOSPHATASE_ACTIVITY_1	NUDT3, NUDT10, NUDT11
GOMF_ENDOPOLYPHOSPHATASE_ACTIVITY_2	NUDT4, NUDT4B
GOMF_RNA_CAP_BINDING	SNUPN, EIF4A1, EIF4E, NCBP2, CYFIP1, LARP1, IFIT5, EIF4E1B, GEMIN5, AGO2, LSM1, DCPS, EIF4E3, NCBP2L, NCBP1, NCBP3, EIF3D, EIF4G3, EIF4E2
GOMF_RNA_CAP_BINDING_1	SNUPN, EIF4E, LARP1, IFIT5, EIF4E1B, EIF4E3, NCBP2L
GOMF_RNA_CAP_BINDING_2	EIF4A1, NCBP2, CYFIP1, GEMIN5, AGO2, LSM1, DCPS, NCBP1, NCBP3, EIF3D, EIF4G3, EIF4E2
GOMF_RNA_7_METHYLGUANOSINE_CAP_BINDING	EIF4E, NCBP2, CYFIP1, LARP1, EIF4E1B, GEMIN5, AGO2, DCPS, EIF4E3, NCBP1, NCBP3, EIF4E2
GOMF_RNA_7_METHYLGUANOSINE_CAP_BINDING_1	EIF4E, LARP1, EIF4E1B, EIF4E3
GOMF_RNA_7_METHYLGUANOSINE_CAP_BINDING_2	NCBP2, CYFIP1, GEMIN5, AGO2, DCPS, NCBP1, NCBP3, EIF4E2
GOMF_FOUR_WAY_JUNCTION_DNA_BINDING	ABL1, MSH6, HMGB1, HMGB2, HMGB3, GEN1, MEN1, MSH2, FANCM, RAD51C, RAD51B, RAD51D, BLM, WRN, XRCC2, XRCC3, YY1
GOMF_FOUR_WAY_JUNCTION_DNA_BINDING_1	ABL1, MSH2, RAD51B
GOMF_FOUR_WAY_JUNCTION_DNA_BINDING_2	MSH6, HMGB1, HMGB2, HMGB3, GEN1, MEN1, FANCM, RAD51C, RAD51D, BLM, WRN, XRCC2, XRCC3, YY1
GOMF_Y_FORM_DNA_BINDING	MEN1, RAD18, RBBP8, BLM, WRN
GOMF_Y_FORM_DNA_BINDING_1	
GOMF_Y_FORM_DNA_BINDING_2	MEN1, RAD18, RBBP8, BLM, WRN
GOMF_BUBBLE_DNA_BINDING	ERCC5, ABL1, HMGB1, NEIL3, BLM, WRN, XPC, RECQL4
GOMF_BUBBLE_DNA_BINDING_1	ERCC5, ABL1, XPC
GOMF_BUBBLE_DNA_BINDING_2	HMGB1, NEIL3, BLM, WRN, RECQL4
GOMF_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	HYOU1, HSPH1, GRPEL2, HSPBP1, PFN1, BAG1, SIL1, GRPEL1, BAG5, BAG4, BAG3, BAG2
GOMF_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY_1	HSPBP1, BAG1, BAG4, BAG3
GOMF_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY_2	HYOU1, HSPH1, GRPEL2, PFN1, SIL1, GRPEL1, BAG5, BAG2
GOMF_INOSITOL_HEXAKISPHOSPHATE_KINASE_ACTIVITY	IP6K3, PPIP5K2, ITPKA, ITPKB, IP6K2, ITPKC, PPIP5K1, IP6K1
GOMF_INOSITOL_HEXAKISPHOSPHATE_KINASE_ACTIVITY_1	IP6K3, ITPKA, ITPKB, PPIP5K1, IP6K1
GOMF_INOSITOL_HEXAKISPHOSPHATE_KINASE_ACTIVITY_2	PPIP5K2, IP6K2, ITPKC
GOMF_INOSITOL_HEXAKISPHOSPHATE_5_KINASE_ACTIVITY	IP6K3, PPIP5K2, IP6K2, PPIP5K1, IP6K1
GOMF_INOSITOL_HEXAKISPHOSPHATE_5_KINASE_ACTIVITY_1	IP6K3, PPIP5K1, IP6K1
GOMF_INOSITOL_HEXAKISPHOSPHATE_5_KINASE_ACTIVITY_2	PPIP5K2, IP6K2
GOMF_TRANSLATION_REPRESSOR_ACTIVITY_MRNA_REGULATORY_ELEMENT_BINDING	CELF1, CPEB2, ZNF540, DHFR, CPEB3, PAIP2B, PAIP2, CELF4, DHFRP1, PURA, CPEB1, SHMT1, SHMT2, TYMS, CPEB4
GOMF_TRANSLATION_REPRESSOR_ACTIVITY_MRNA_REGULATORY_ELEMENT_BINDING_1	CPEB2, ZNF540, CPEB3, PAIP2B, PAIP2, CELF4, PURA, CPEB1, SHMT1, CPEB4
GOMF_TRANSLATION_REPRESSOR_ACTIVITY_MRNA_REGULATORY_ELEMENT_BINDING_2	CELF1, DHFR, DHFRP1, SHMT2, TYMS
GOMF_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING	CEBPB, RUVBL2, EZH2, FOS, GBX2, GTF2A1, GTF2B, H2AZ1, H3-3A, H3-3B, HDAC1, POU2F1, RELA, STAT1, TAF1, TBP, TBPL1, MACROH2A1
GOMF_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING_1	RUVBL2, GBX2, POU2F1, STAT1
GOMF_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING_2	CEBPB, EZH2, FOS, GTF2A1, GTF2B, H2AZ1, H3-3A, H3-3B, HDAC1, RELA, TAF1, TBP, TBPL1, MACROH2A1
