Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
GLSS-HF-3050-TP	1	16385980	16731647	20	0.028381
GLSS-HF-3050-TP	1	17248500	17264939	6	0.306216
GLSS-HF-3050-TP	1	17394775	22213628	215	-0.015124
GLSS-HF-3050-TP	1	22310017	22332008	11	0.072583
GLSS-HF-3050-TP	1	22332411	27943308	161	-0.00479
GLSS-HF-3050-TP	1	27995518	27995565	3	0.063824
GLSS-HF-3050-TP	1	28053311	50666515	310	0.076567
GLSS-HF-3050-TP	1	51767923	51767923	1	0.097956
GLSS-HF-3050-TP	1	53153432	89522646	366	0.118085
GLSS-HF-3050-TP	1	89652071	89652078	3	0.324587
GLSS-HF-3050-TP	1	89652846	144946768	360	0.228149
GLSS-HF-3050-TP	1	145015877	145021183	7	0.143785
GLSS-HF-3050-TP	1	145021265	145115810	10	0.257517
GLSS-HF-3050-TP	1	145115815	145282600	17	0.315282
GLSS-HF-3050-TP	1	145507826	233518885	1317	0.19022
GLSS-HF-3050-TP	1	234367549	235715617	17	-0.671603
GLSS-HF-3050-TP	1	236175153	248402758	119	0.14769
GLSS-HF-3050-TP	1	248436611	248436811	5	0.317832
GLSS-HF-3050-TP	1	248486895	248814126	8	0.465054
GLSS-HF-3050-TP	2	224919	44172636	517	0.049921
GLSS-HF-3050-TP	2	45171842	48953740	29	-0.43284
GLSS-HF-3050-TP	2	49189921	240981262	1675	0.027174
GLSS-HF-3050-TP	2	240982201	240982257	3	0.215902
GLSS-HF-3050-TP	2	240982443	242793912	151	0.040571
GLSS-HF-3050-TP	3	386247	10085130	72	0.144852
GLSS-HF-3050-TP	3	10085536	10106532	4	-0.357848
GLSS-HF-3050-TP	3	10107520	123049938	1030	0.166876
GLSS-HF-3050-TP	3	124165217	127703085	75	-0.290527
GLSS-HF-3050-TP	3	128182378	195452799	542	0.104533
GLSS-HF-3050-TP	3	195452951	195453014	3	0.130955
GLSS-HF-3050-TP	3	195453243	195475989	9	0.22505
GLSS-HF-3050-TP	3	195477715	197765432	82	-0.240301
GLSS-HF-3050-TP	4	436067	88533540	744	0.079215
GLSS-HF-3050-TP	4	88535832	88535832	1	0.347015
GLSS-HF-3050-TP	4	88536362	88537063	8	0.371561
GLSS-HF-3050-TP	4	88537243	88537522	7	0.388916
GLSS-HF-3050-TP	4	89575324	175688141	439	0.155851
GLSS-HF-3050-TP	4	175899001	175899001	1	0.488487
GLSS-HF-3050-TP	4	176555282	190862287	114	0.069439
GLSS-HF-3050-TP	5	163205	477303	11	0.369536
GLSS-HF-3050-TP	5	878461	878525	2	0.622171
GLSS-HF-3050-TP	5	1074818	140553856	938	0.181233
GLSS-HF-3050-TP	5	140553917	140605601	32	0.45752
GLSS-HF-3050-TP	5	140626529	176020203	381	0.223389
GLSS-HF-3050-TP	5	176026138	176069862	4	0.08869
GLSS-HF-3050-TP	5	176314873	180039606	94	-0.004694
GLSS-HF-3050-TP	5	180041242	180041242	1	-0.215079
GLSS-HF-3050-TP	5	180051003	180660259	17	0.116678
GLSS-HF-3050-TP	6	312023	312023	1	0.506886
GLSS-HF-3050-TP	6	335251	20115611	187	0.123293
GLSS-HF-3050-TP	6	20481678	24456907	11	1.181413
GLSS-HF-3050-TP	6	24467366	31113214	163	0.239961
GLSS-HF-3050-TP	6	31236813	31323506	59	0.603513
GLSS-HF-3050-TP	6	31323567	32006762	7	0.29513
GLSS-HF-3050-TP	6	32007624	32007625	2	0.655995
GLSS-HF-3050-TP	6	32093922	32093922	1	-0.188286
GLSS-HF-3050-TP	6	32487066	32487181	8	0.207084
GLSS-HF-3050-TP	6	32487294	32489955	8	-0.187137
GLSS-HF-3050-TP	6	32548122	32548148	4	0.240225
GLSS-HF-3050-TP	6	32548488	32548507	5	0.240225
GLSS-HF-3050-TP	6	32548544	32548628	4	0.240225
GLSS-HF-3050-TP	6	32548646	32549368	11	0.079284
GLSS-HF-3050-TP	6	32549376	32549620	16	0.079284
GLSS-HF-3050-TP	6	32549625	32632717	123	0.298978
GLSS-HF-3050-TP	6	32632745	49663519	377	0.168257
GLSS-HF-3050-TP	6	49668405	49668405	1	0.23125
GLSS-HF-3050-TP	6	49808716	107096853	378	0.143811
GLSS-HF-3050-TP	6	108041801	108068003	3	1.41737
GLSS-HF-3050-TP	6	108233929	167789493	487	0.155643
GLSS-HF-3050-TP	6	167789590	167789622	3	0.193051
GLSS-HF-3050-TP	6	167796182	170713682	26	0.282364
GLSS-HF-3050-TP	6	170871013	170871067	3	0.274743
GLSS-HF-3050-TP	7	538277	48315360	470	0.49529
GLSS-HF-3050-TP	7	48443570	55565252	35	0.76993
GLSS-HF-3050-TP	7	56049117	56142519	12	-0.317164
GLSS-HF-3050-TP	7	56149847	75694079	70	0.004924
GLSS-HF-3050-TP	7	75877354	76070119	8	-0.245956
GLSS-HF-3050-TP	7	76131645	100173750	231	0.384684
GLSS-HF-3050-TP	7	100227188	102107697	67	-0.032238
GLSS-HF-3050-TP	7	102114424	158662431	502	0.476023
GLSS-HF-3050-TP	8	363192	2027633	27	0.265981
GLSS-HF-3050-TP	8	2033641	2033659	5	0.214758
GLSS-HF-3050-TP	8	2033687	10467605	70	0.119856
GLSS-HF-3050-TP	8	10467625	10467636	5	0.05889
GLSS-HF-3050-TP	8	10467652	101661603	580	0.048484
GLSS-HF-3050-TP	8	101718768	101721899	15	-0.078708
GLSS-HF-3050-TP	8	102678798	146105917	431	0.130753
GLSS-HF-3050-TP	9	215494	127255448	779	0.436796
GLSS-HF-3050-TP	9	127563364	128112896	20	0.048558
GLSS-HF-3050-TP	9	128728459	141015351	476	0.326806
GLSS-HF-3050-TP	10	294165	30915637	342	-0.483252
GLSS-HF-3050-TP	10	30915882	30916004	5	-0.133559
GLSS-HF-3050-TP	10	30918486	47087371	103	-0.381729
GLSS-HF-3050-TP	10	47087474	47087830	4	-0.276582
GLSS-HF-3050-TP	10	49392575	135371466	891	-0.395606
GLSS-HF-3050-TP	11	214163	244552	22	0.308148
GLSS-HF-3050-TP	11	280816	1011490	91	-0.11752
GLSS-HF-3050-TP	11	1016609	1017783	5	-0.022192
GLSS-HF-3050-TP	11	1018374	1264183	36	-0.027522
GLSS-HF-3050-TP	11	1267971	1267972	2	0.189352
GLSS-HF-3050-TP	11	1475628	18764113	436	0.223601
GLSS-HF-3050-TP	11	18955744	18955861	2	0.892666
GLSS-HF-3050-TP	11	18956196	63682319	480	0.126796
GLSS-HF-3050-TP	11	64083276	64083331	8	-0.20186
GLSS-HF-3050-TP	11	64591972	95825037	435	0.011372
GLSS-HF-3050-TP	11	95825374	99690376	7	0.342702
GLSS-HF-3050-TP	11	100864367	117785260	164	0.032418
GLSS-HF-3050-TP	11	117789342	117789345	2	0.390627
GLSS-HF-3050-TP	11	117858983	134244123	275	0.166521
GLSS-HF-3050-TP	12	271022	7026307	201	0.097094
GLSS-HF-3050-TP	12	7045909	7045909	1	0.00352
GLSS-HF-3050-TP	12	7050752	7984447	33	0.043326
GLSS-HF-3050-TP	12	8073897	8073901	2	-0.119914
GLSS-HF-3050-TP	12	8074192	8288403	6	-0.142955
GLSS-HF-3050-TP	12	8374812	8375427	3	0.780556
GLSS-HF-3050-TP	12	8666378	31249861	229	0.152476
GLSS-HF-3050-TP	12	31250669	31250875	3	0.298372
GLSS-HF-3050-TP	12	31254221	52841765	306	0.036901
GLSS-HF-3050-TP	12	52842736	52946346	29	0.438557
GLSS-HF-3050-TP	12	52946498	126135195	799	-0.038915
GLSS-HF-3050-TP	12	129298777	129298820	4	-0.080785
GLSS-HF-3050-TP	12	129360498	133331537	54	0.055794
GLSS-HF-3050-TP	12	133353010	133353064	2	0.29248
GLSS-HF-3050-TP	12	133353143	133778796	31	-0.170148
GLSS-HF-3050-TP	13	19751544	115064542	584	-0.362122
GLSS-HF-3050-TP	14	20248828	20249456	3	0.888942
GLSS-HF-3050-TP	14	20295834	92922900	706	-0.010696
GLSS-HF-3050-TP	14	92923646	92923649	3	0.227492
GLSS-HF-3050-TP	14	93022356	105414252	183	0.045339
GLSS-HF-3050-TP	14	105416838	105416872	3	-0.173187
GLSS-HF-3050-TP	14	105420927	105718407	13	-0.074203
GLSS-HF-3050-TP	15	22369426	22383189	7	0.654442
GLSS-HF-3050-TP	15	22853997	28235773	44	0.138614
GLSS-HF-3050-TP	15	28377196	28419695	4	0.089788
GLSS-HF-3050-TP	15	30008889	102251993	995	0.015982
GLSS-HF-3050-TP	16	97354	1278744	119	0.089975
GLSS-HF-3050-TP	16	1292147	1292257	3	0.869189
GLSS-HF-3050-TP	16	1306802	55854455	592	-0.135076
GLSS-HF-3050-TP	16	55862647	55909163	11	0.426806
GLSS-HF-3050-TP	16	56368495	71800384	266	-0.126946
GLSS-HF-3050-TP	16	71951094	71956597	5	-0.28746
GLSS-HF-3050-TP	16	71962591	90141477	390	-0.084463
GLSS-HF-3050-TP	17	131709	1480088	35	-0.211547
GLSS-HF-3050-TP	17	1494567	2597734	56	-0.851007
GLSS-HF-3050-TP	17	2883500	4579638	139	-0.160773
GLSS-HF-3050-TP	17	4620897	7194261	148	-0.687773
GLSS-HF-3050-TP	17	7214824	7414958	43	-0.135217
GLSS-HF-3050-TP	17	7487108	8740139	98	-0.679985
GLSS-HF-3050-TP	17	9066254	11881356	78	0.028463
GLSS-HF-3050-TP	17	12832063	16346932	31	-0.412259
GLSS-HF-3050-TP	17	16527795	17179299	15	0.099334
GLSS-HF-3050-TP	17	17394611	18874720	40	-0.65344
GLSS-HF-3050-TP	17	19646750	28029938	67	0.145346
GLSS-HF-3050-TP	17	28296327	30533970	37	-0.664236
GLSS-HF-3050-TP	17	30625205	39190939	151	0.024735
GLSS-HF-3050-TP	17	39190973	39197614	2	0.330455
GLSS-HF-3050-TP	17	39197638	61660890	424	0.018203
GLSS-HF-3050-TP	17	61781331	61781331	1	0.094418
GLSS-HF-3050-TP	17	61782325	81052423	575	-0.036289
GLSS-HF-3050-TP	18	196829	77897478	468	0.026393
GLSS-HF-3050-TP	19	282753	3623534	140	-0.151317
GLSS-HF-3050-TP	19	3633273	4511140	71	-0.500004
GLSS-HF-3050-TP	19	4511278	4511284	4	0.179917
GLSS-HF-3050-TP	19	4511350	4511491	4	0.179917
GLSS-HF-3050-TP	19	4511525	4511730	4	0.021958
GLSS-HF-3050-TP	19	4511737	4511791	3	-0.136001
GLSS-HF-3050-TP	19	4511830	4511830	1	-0.136001
GLSS-HF-3050-TP	19	4511890	17273893	667	-0.381073
GLSS-HF-3050-TP	19	17296679	18191621	87	-0.50888
GLSS-HF-3050-TP	19	18280502	54743747	1117	-0.250906
GLSS-HF-3050-TP	19	54743758	54754942	2	0.494415
GLSS-HF-3050-TP	19	54755572	58991900	248	-0.141
GLSS-HF-3050-TP	20	256573	46294725	646	0.025134
GLSS-HF-3050-TP	20	46294864	46294864	1	0.285365
GLSS-HF-3050-TP	20	46313135	62872271	276	0.06782
GLSS-HF-3050-TP	21	10907137	10922962	10	0.049037
GLSS-HF-3050-TP	21	15516898	48063476	401	0.155792
GLSS-HF-3050-TP	22	17446991	24226242	195	-0.100892
GLSS-HF-3050-TP	22	24579049	24579158	3	0.008186
GLSS-HF-3050-TP	22	24627910	42486723	429	-0.095596
GLSS-HF-3050-TP	22	42523528	42523636	2	-0.156665
GLSS-HF-3050-TP	22	42523805	42912136	20	-0.036499
GLSS-HF-3050-TP	22	43024410	51144731	256	-0.06943
GLSS-HF-3050-TP	23	2835831	152846545	30	-0.262957
GLSS-SM-R063-TP	1	898323	120380008	1005	-0.017208
GLSS-SM-R063-TP	1	144865850	145021089	51	0.240316
GLSS-SM-R063-TP	1	145021150	145074919	3	-0.037138
GLSS-SM-R063-TP	1	145074939	145115810	8	0.098864
GLSS-SM-R063-TP	1	145115815	145281780	9	0.272247
GLSS-SM-R063-TP	1	145282093	152280170	116	0.006546
GLSS-SM-R063-TP	1	152280471	152280759	3	-0.041078
GLSS-SM-R063-TP	1	152280782	152280900	4	-0.041078
GLSS-SM-R063-TP	1	152281007	152281534	9	-0.24373
GLSS-SM-R063-TP	1	152281690	152326843	18	0.004673
GLSS-SM-R063-TP	1	152327469	152328411	3	-0.197172
GLSS-SM-R063-TP	1	152329369	159283746	167	0.089165
GLSS-SM-R063-TP	1	159409857	160156027	25	0.574226
GLSS-SM-R063-TP	1	160318940	161495040	29	0.259419
GLSS-SM-R063-TP	1	161496134	161518908	6	0.536993
GLSS-SM-R063-TP	1	161559256	161600995	6	0.94864
GLSS-SM-R063-TP	1	161680258	171548617	84	0.189155
GLSS-SM-R063-TP	1	171607702	172434812	14	0.7186
GLSS-SM-R063-TP	1	173472551	174219799	17	0.278727
GLSS-SM-R063-TP	1	174984074	205129319	210	0.098472
GLSS-SM-R063-TP	1	205743932	209968684	86	0.440236
GLSS-SM-R063-TP	1	210536078	242383201	351	0.071805
GLSS-SM-R063-TP	1	243327520	243329075	4	-0.204522
GLSS-SM-R063-TP	1	243388370	248129240	46	-0.087049
GLSS-SM-R063-TP	1	248224569	248224569	1	0.222386
GLSS-SM-R063-TP	1	248512064	248513023	7	0.027376
GLSS-SM-R063-TP	1	248525100	248525193	5	-1.052954
GLSS-SM-R063-TP	1	248617105	248637543	9	-0.446401
GLSS-SM-R063-TP	1	248737293	249211350	16	0.064705
GLSS-SM-R063-TP	2	675831	3718692	25	0.41519
GLSS-SM-R063-TP	2	6990020	134060719	664	-0.028459
GLSS-SM-R063-TP	2	135260628	135260672	3	0.331868
GLSS-SM-R063-TP	2	135740863	242815059	893	0.009472
GLSS-SM-R063-TP	3	1262474	197581147	1047	-0.079823
GLSS-SM-R063-TP	4	86798	155713	2	-0.463548
GLSS-SM-R063-TP	4	338112	338266	10	-0.270915
GLSS-SM-R063-TP	4	663908	17841848	173	0.004377
GLSS-SM-R063-TP	4	20541008	26585881	25	0.269293
GLSS-SM-R063-TP	4	30725696	189065055	702	-0.001313
GLSS-SM-R063-TP	5	163205	1255520	40	0.168672
GLSS-SM-R063-TP	5	1325803	156390362	919	0.00872
GLSS-SM-R063-TP	5	156479323	156479572	3	-0.195756
GLSS-SM-R063-TP	5	156589399	180670470	208	-0.007906
GLSS-SM-R063-TP	6	312023	31113276	282	0.015093
GLSS-SM-R063-TP	6	31238875	32095996	19	0.053487
GLSS-SM-R063-TP	6	32489630	32489825	11	1.368051
GLSS-SM-R063-TP	6	32546704	32546918	10	-0.731281
GLSS-SM-R063-TP	6	32547980	107076783	493	-0.014821
GLSS-SM-R063-TP	6	107372212	112457471	55	0.248575
GLSS-SM-R063-TP	6	112460541	170871052	392	0.067913
GLSS-SM-R063-TP	7	813618	4900341	56	0.389335
GLSS-SM-R063-TP	7	4959807	6744957	42	-0.022648
GLSS-SM-R063-TP	7	7645806	51258790	294	0.239974
GLSS-SM-R063-TP	7	54610654	75896535	93	-0.055732
GLSS-SM-R063-TP	7	76941547	100675713	123	0.16553
GLSS-SM-R063-TP	7	100677279	100677429	7	0.156625
GLSS-SM-R063-TP	7	100677455	100677455	1	0.156625
GLSS-SM-R063-TP	7	100677457	100677625	8	0.156625
GLSS-SM-R063-TP	7	100677630	100677630	1	0.156625
GLSS-SM-R063-TP	7	100677642	100677714	4	0.156625
GLSS-SM-R063-TP	7	100677944	100677944	1	0.194314
GLSS-SM-R063-TP	7	100677974	100678075	5	0.194314
GLSS-SM-R063-TP	7	100678173	100678407	3	0.194314
GLSS-SM-R063-TP	7	100678417	100678418	2	0.194314
GLSS-SM-R063-TP	7	100678421	100678421	1	0.194314
GLSS-SM-R063-TP	7	100678426	100678442	4	0.194314
GLSS-SM-R063-TP	7	100678464	100678622	8	0.194314
GLSS-SM-R063-TP	7	100678693	100678693	1	0.194314
GLSS-SM-R063-TP	7	100678740	100678820	2	0.194314
GLSS-SM-R063-TP	7	100679254	100679318	4	0.199566
GLSS-SM-R063-TP	7	100679374	100679374	1	0.199566
GLSS-SM-R063-TP	7	100679388	100679390	2	0.199566
GLSS-SM-R063-TP	7	100679752	151945007	320	0.180217
GLSS-SM-R063-TP	7	151945140	151945215	4	-0.060472
