Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
GLSS-LU-00C7-TP	11	8159892	18267135	116	-0.879538
GLSS-LU-00C7-TP	11	18267431	18267478	7	-1.194512
GLSS-LU-00C7-TP	11	18267702	26655658	73	-0.807668
GLSS-LU-00C7-TP	11	26656370	32456562	30	-0.99007
GLSS-LU-00C7-TP	11	32610388	47857253	126	-0.773801
GLSS-LU-00C7-TP	11	55595116	58318619	61	-0.365932
GLSS-LU-00C7-TP	11	58478026	59947252	16	-1.067521
GLSS-LU-00C7-TP	11	60107290	63487386	96	-0.168632
GLSS-LU-00C7-TP	11	63585804	64066999	27	-0.740043
GLSS-LU-00C7-TP	11	64082823	64083331	12	-0.482167
GLSS-LU-00C7-TP	11	64107735	64138905	17	-0.479444
GLSS-LU-00C7-TP	11	64359286	64368428	9	-0.299117
GLSS-LU-00C7-TP	11	64387932	71260243	209	0.056428
GLSS-LU-00C7-TP	11	71672136	74559481	54	-0.758385
GLSS-LU-00C7-TP	11	74705696	123814555	484	0.010098
GLSS-LU-00C7-TP	11	123886308	124095647	29	-0.765593
GLSS-LU-00C7-TP	11	124096122	124294349	15	-0.437785
GLSS-LU-00C7-TP	11	124440362	134177205	120	0.022494
GLSS-LU-00C7-TP	12	248202	11338983	275	-0.05648
GLSS-LU-00C7-TP	12	11420495	11461706	12	0.203504
GLSS-LU-00C7-TP	12	12240199	53294747	508	-0.062558
GLSS-LU-00C7-TP	12	53343005	53343124	16	-0.513914
GLSS-LU-00C7-TP	12	53431298	108961383	426	-0.016394
GLSS-LU-00C7-TP	12	109278747	123087442	243	0.100166
GLSS-LU-00C7-TP	12	123186880	123200334	2	-0.386797
GLSS-LU-00C7-TP	12	123200354	133780309	230	0.080926
GLSS-LU-00C7-TP	13	20277413	25367301	75	-0.132377
GLSS-LU-00C7-TP	13	25670797	25671795	42	-0.441149
GLSS-LU-00C7-TP	13	25876011	32936646	57	-0.157281
GLSS-LU-00C7-TP	13	33349341	115064542	366	-0.846259
GLSS-LU-00C7-TP	14	20215989	20404874	16	-0.700143
GLSS-LU-00C7-TP	14	20760066	63747634	400	-0.245833
GLSS-LU-00C7-TP	14	64066340	64066431	12	-0.193244
GLSS-LU-00C7-TP	14	64491695	105930406	566	-0.201732
GLSS-LU-00C7-TP	15	22925851	40397936	143	-0.098636
GLSS-LU-00C7-TP	15	40581164	40582173	8	0.306685
GLSS-LU-00C7-TP	15	40583560	102359203	777	0.009257
GLSS-LU-00C7-TP	16	115041	731725	80	0.055327
GLSS-LU-00C7-TP	16	766001	830855	7	-0.434937
GLSS-LU-00C7-TP	16	855342	1273638	26	-0.111262
GLSS-LU-00C7-TP	16	1278424	1306986	32	-0.347505
GLSS-LU-00C7-TP	16	1364365	19726275	425	0.069843
GLSS-LU-00C7-TP	16	20084743	55735912	289	-0.034643
GLSS-LU-00C7-TP	16	55844609	55862901	16	-0.090668
GLSS-LU-00C7-TP	16	55883618	80666886	384	-0.05338
GLSS-LU-00C7-TP	16	80718879	83065904	90	-0.739699
GLSS-LU-00C7-TP	16	83520078	90142087	342	-0.005671
GLSS-LU-00C7-TP	17	177359	13972860	533	0.054694
GLSS-LU-00C7-TP	17	14095550	14095639	2	-0.108929
GLSS-LU-00C7-TP	17	15134175	40913366	448	-0.050928
GLSS-LU-00C7-TP	17	41570427	81052423	1019	0.07148
GLSS-LU-00C7-TP	18	166819	627030	9	-0.089416
GLSS-LU-00C7-TP	18	657685	11886563	126	0.065681
GLSS-LU-00C7-TP	18	12429313	21475153	49	-0.817115
GLSS-LU-00C7-TP	18	21511034	28934681	33	-0.95827
GLSS-LU-00C7-TP	18	28956904	77805715	269	0.029958
GLSS-LU-00C7-TP	19	281360	3831525	237	-0.13854
GLSS-LU-00C7-TP	19	3908201	4454000	51	0.12702
GLSS-LU-00C7-TP	19	4511281	4512748	22	-0.968617
GLSS-LU-00C7-TP	19	4548015	22364233	1010	-0.018215
GLSS-LU-00C7-TP	19	23542290	36017928	130	0.028493
GLSS-LU-00C7-TP	19	36018407	36018413	2	-0.310367
GLSS-LU-00C7-TP	19	36038174	40366374	184	0.030759
GLSS-LU-00C7-TP	19	40368274	40368478	5	0.431655
GLSS-LU-00C7-TP	19	40419558	41306362	63	0.085942
GLSS-LU-00C7-TP	19	41313202	41387656	28	-0.654147
GLSS-LU-00C7-TP	19	41510127	44280980	103	-0.070425
GLSS-LU-00C7-TP	19	44284531	44284652	5	0.943278
GLSS-LU-00C7-TP	19	44302624	45495682	67	-0.125802
GLSS-LU-00C7-TP	19	45528799	52249672	411	0.136878
GLSS-LU-00C7-TP	19	52694426	54726816	97	-0.105639
GLSS-LU-00C7-TP	19	54726833	54781557	21	-0.518663
GLSS-LU-00C7-TP	19	54781843	55175009	46	-0.3771
GLSS-LU-00C7-TP	19	55175058	55175082	3	-0.010814
GLSS-LU-00C7-TP	19	55175740	59074653	265	-0.099509
GLSS-LU-00C7-TP	20	138125	4880308	148	0.046184
GLSS-LU-00C7-TP	20	5169877	17605111	77	-0.788295
GLSS-LU-00C7-TP	20	17639857	17639857	1	-0.539651
GLSS-LU-00C7-TP	20	17639893	19261623	16	-0.72064
GLSS-LU-00C7-TP	20	19941538	25038372	39	-0.086793
GLSS-LU-00C7-TP	20	25187213	25479058	35	-0.83253
GLSS-LU-00C7-TP	20	29965014	62729577	626	0.285216
GLSS-LU-00C7-TP	21	10910253	10910340	4	-0.372065
GLSS-LU-00C7-TP	21	10910347	47570266	441	-0.004106
GLSS-LU-00C7-TP	21	47572804	47614469	11	-0.363561
GLSS-LU-00C7-TP	21	47616071	47987167	59	0.150705
GLSS-LU-00C7-TP	22	17447438	24125565	249	0.478604
GLSS-LU-00C7-TP	22	24129240	24238079	13	0.751059
GLSS-LU-00C7-TP	22	24579049	24579158	3	0.345951
GLSS-LU-00C7-TP	22	24621491	26231312	27	0.582599
GLSS-LU-00C7-TP	22	26273789	26342056	8	1.021669
GLSS-LU-00C7-TP	22	26422980	38119869	194	0.541428
GLSS-LU-00C7-TP	22	38120041	38120041	1	0.85655
GLSS-LU-00C7-TP	22	38204089	41864190	78	0.689223
GLSS-LU-00C7-TP	22	42016699	50315413	135	0.061446
GLSS-LU-00C7-TP	22	50315924	50315973	5	-1.018238
GLSS-LU-00C7-TP	22	50316369	50706381	52	0.04429
GLSS-LU-00C7-TP	22	50714731	50714751	3	-0.027606
GLSS-LU-00C7-TP	22	50722408	51179000	48	0.109739
GLSS-LU-00C7-TP	23	2835831	2836060	11	0.125655
GLSS-LU-00C7-TP	23	2836084	2836434	14	0.125655
GLSS-LU-00C7-TP	23	34148841	140993745	12	-0.237843
GLSS-LU-00C7-TP	23	140993852	153906377	10	0.252739
GLSS-LU-0B13-TP	1	881627	7913445	149	0.001911
GLSS-LU-0B13-TP	1	8390495	8422676	8	-1.619979
GLSS-LU-0B13-TP	1	8926329	22313017	347	-0.030107
GLSS-LU-0B13-TP	1	22329062	22329063	2	0.524762
GLSS-LU-0B13-TP	1	22835677	120166681	817	-0.007991
GLSS-LU-0B13-TP	1	144865850	144946768	42	-0.02538
GLSS-LU-0B13-TP	1	145015877	145021089	4	0.162814
GLSS-LU-0B13-TP	1	145074882	145115810	9	0.107318
GLSS-LU-0B13-TP	1	145115820	145115820	1	-0.296288
GLSS-LU-0B13-TP	1	145281408	145282093	7	-0.452375
GLSS-LU-0B13-TP	1	145415273	244528127	1130	-0.056621
GLSS-LU-0B13-TP	1	244573030	244601152	2	-1.746949
GLSS-LU-0B13-TP	1	244624887	248617150	57	-0.139513
GLSS-LU-0B13-TP	1	248637046	248637543	4	0.243673
GLSS-LU-0B13-TP	1	248737343	248738133	4	-0.840725
GLSS-LU-0B13-TP	1	248801550	248813168	3	-2.166748
GLSS-LU-0B13-TP	1	248813292	249208772	8	-0.025261
GLSS-LU-0B13-TP	2	234130	67632214	436	-0.053463
GLSS-LU-0B13-TP	2	68444168	68444171	2	0.582978
GLSS-LU-0B13-TP	2	68592584	242814463	1216	-0.01905
GLSS-LU-0B13-TP	3	361508	176750734	1098	-0.057694
GLSS-LU-0B13-TP	3	178545952	197748355	224	0.641402
GLSS-LU-0B13-TP	4	368258	88356111	537	-0.052646
GLSS-LU-0B13-TP	4	88533445	88584507	18	0.27323
GLSS-LU-0B13-TP	4	88732746	190862182	397	-0.057792
GLSS-LU-0B13-TP	5	163266	180687212	1252	-0.044193
GLSS-LU-0B13-TP	6	335251	348906	5	0.212096
GLSS-LU-0B13-TP	6	497520	572480	3	-1.560475
GLSS-LU-0B13-TP	6	576902	29323259	232	-0.058524
GLSS-LU-0B13-TP	6	29909409	29913344	55	-0.29678
GLSS-LU-0B13-TP	6	30859335	31323020	66	-0.09285
GLSS-LU-0B13-TP	6	31323067	31323468	9	0.22926
GLSS-LU-0B13-TP	6	31324057	31325025	15	-0.454567
GLSS-LU-0B13-TP	6	31777946	32165444	10	-0.250739
GLSS-LU-0B13-TP	6	32487123	32487193	6	-2.166637
GLSS-LU-0B13-TP	6	32489630	32546931	65	-0.209404
GLSS-LU-0B13-TP	6	32547980	32548671	20	0.233519
GLSS-LU-0B13-TP	6	32549313	32552039	45	-0.647817
GLSS-LU-0B13-TP	6	32552056	32552075	3	-0.191264
GLSS-LU-0B13-TP	6	32552080	32552080	1	-0.191264
GLSS-LU-0B13-TP	6	32552081	32552085	2	-0.191264
GLSS-LU-0B13-TP	6	32552095	32552184	11	-0.191264
GLSS-LU-0B13-TP	6	32605295	32610968	59	-0.907828
GLSS-LU-0B13-TP	6	32627934	32629282	18	0.113916
GLSS-LU-0B13-TP	6	32629692	32632820	22	-0.925276
GLSS-LU-0B13-TP	6	32634318	170704444	946	-0.047629
GLSS-LU-0B13-TP	7	540741	56049117	441	0.524734
GLSS-LU-0B13-TP	7	56088786	56088908	7	0.947035
GLSS-LU-0B13-TP	7	56119730	151873853	572	0.456532
GLSS-LU-0B13-TP	7	151945007	151945204	5	-0.368491
GLSS-LU-0B13-TP	7	151970977	158827326	48	0.473442
GLSS-LU-0B13-TP	8	441457	101245567	517	-0.059772
GLSS-LU-0B13-TP	8	101718932	101721839	11	-0.218543
GLSS-LU-0B13-TP	8	103250991	146105917	402	0.174421
GLSS-LU-0B13-TP	9	214706	140777370	1024	-0.069736
GLSS-LU-0B13-TP	10	282897	46963951	285	-0.06578
GLSS-LU-0B13-TP	10	46965018	47000146	25	-0.179082
GLSS-LU-0B13-TP	10	47087078	47087078	1	0.020815
GLSS-LU-0B13-TP	10	47087501	47087501	1	0.020815
GLSS-LU-0B13-TP	10	48370595	135213263	813	-0.043683
GLSS-LU-0B13-TP	11	284257	793588	42	0.012027
GLSS-LU-0B13-TP	11	800485	800486	2	0.25051
GLSS-LU-0B13-TP	11	824496	4936608	101	-0.035995
GLSS-LU-0B13-TP	11	4976447	4976768	3	1.321
GLSS-LU-0B13-TP	11	5152920	5323071	12	-0.014755
GLSS-LU-0B13-TP	11	5372751	5444353	29	-0.457076
GLSS-LU-0B13-TP	11	5461991	134251777	1271	-0.073754
GLSS-LU-0B13-TP	12	250239	32755259	410	0.521725
GLSS-LU-0B13-TP	12	40631791	133780309	948	-0.044479
GLSS-LU-0B13-TP	13	19751544	20251791	7	-0.111543
GLSS-LU-0B13-TP	13	20277413	20277413	1	0.256306
GLSS-LU-0B13-TP	13	20325625	115091073	488	-0.045323
GLSS-LU-0B13-TP	14	20295763	61451329	334	-0.00402
GLSS-LU-0B13-TP	14	62233569	64637147	19	0.059563
GLSS-LU-0B13-TP	14	64655161	105716034	387	-0.01547
GLSS-LU-0B13-TP	15	22368862	22368905	2	-0.402684
GLSS-LU-0B13-TP	15	22369248	22369373	3	-0.402684
GLSS-LU-0B13-TP	15	22369426	22382828	4	-0.635349
GLSS-LU-0B13-TP	15	22382897	40564576	150	-0.086126
GLSS-LU-0B13-TP	15	40582161	40582169	5	0.74064
GLSS-LU-0B13-TP	15	40584164	102224341	667	-0.02748
GLSS-LU-0B13-TP	16	111247	69973825	648	-0.012908
GLSS-LU-0B13-TP	16	70164334	70191029	9	-0.053382
GLSS-LU-0B13-TP	16	70287177	90141477	343	-0.026279
GLSS-LU-0B13-TP	17	63683	21318821	447	-0.044683
GLSS-LU-0B13-TP	17	21318897	21319860	12	-0.215133
GLSS-LU-0B13-TP	17	25931718	81051007	926	-0.055198
GLSS-LU-0B13-TP	18	166819	77896242	364	-0.052192
GLSS-LU-0B13-TP	19	326481	33467576	1003	-0.047619
GLSS-LU-0B13-TP	19	33490462	33490616	4	0.78436
GLSS-LU-0B13-TP	19	33702245	54723030	690	-0.015536
GLSS-LU-0B13-TP	19	54725930	54727212	14	1.400032
GLSS-LU-0B13-TP	19	54742900	58904396	224	-0.035201
GLSS-LU-0B13-TP	20	76962	62903729	687	-0.012966
GLSS-LU-0B13-TP	21	10910253	10910311	3	0.008687
GLSS-LU-0B13-TP	21	10910340	48022375	320	0.466127
GLSS-LU-0B13-TP	22	17446991	51065361	606	-0.043137
GLSS-LU-0B13-TP	23	2699968	154194989	456	0.000624
GLSS-LU-00C1-TP	1	880238	1374286	87	-0.009389
GLSS-LU-00C1-TP	1	1420527	1469599	12	-0.342122
GLSS-LU-00C1-TP	1	1477244	10714436	278	-0.022645
GLSS-LU-00C1-TP	1	11018723	11133956	5	0.458463
GLSS-LU-00C1-TP	1	11561593	16383742	73	-0.135665
GLSS-LU-00C1-TP	1	16383808	16385874	5	-0.335625
GLSS-LU-00C1-TP	1	16451767	21805978	210	-0.075267
GLSS-LU-00C1-TP	1	21806447	21807521	3	0.519552
GLSS-LU-00C1-TP	1	21887290	32160918	294	-0.024331
GLSS-LU-00C1-TP	1	32161675	32161675	1	-0.16058
GLSS-LU-00C1-TP	1	32163950	40781177	165	-0.007431
GLSS-LU-00C1-TP	1	40840272	40840296	2	0.749639
GLSS-LU-00C1-TP	1	40980731	46877180	147	0.009217
GLSS-LU-00C1-TP	1	47014821	47014821	1	0.613221
GLSS-LU-00C1-TP	1	47582246	47607851	2	0.052001
GLSS-LU-00C1-TP	1	47904668	47904668	1	0.566062
GLSS-LU-00C1-TP	1	48697751	50666906	12	0.084703
GLSS-LU-00C1-TP	1	51767923	51767923	1	0.439674
GLSS-LU-00C1-TP	1	51778734	144874760	515	-0.038077
GLSS-LU-00C1-TP	1	144874815	144881711	6	0.029671
GLSS-LU-00C1-TP	1	144882581	144892149	9	0.137244
GLSS-LU-00C1-TP	1	144892368	144946768	26	-0.205026
GLSS-LU-00C1-TP	1	144994654	145021265	7	0.188346
GLSS-LU-00C1-TP	1	145074939	145075854	5	0.011827
GLSS-LU-00C1-TP	1	145075903	145075923	2	0.011827
GLSS-LU-00C1-TP	1	145115810	145115810	1	0.038151
GLSS-LU-00C1-TP	1	145115820	145281824	10	-0.49456
GLSS-LU-00C1-TP	1	145282093	152276149	109	-0.032386
GLSS-LU-00C1-TP	1	152276377	152276671	4	-0.448754
GLSS-LU-00C1-TP	1	152276772	152278689	9	-0.448754
GLSS-LU-00C1-TP	1	152278762	152278762	1	-0.074787
GLSS-LU-00C1-TP	1	152278814	152279019	3	-0.074787
GLSS-LU-00C1-TP	1	152279642	152280170	7	-0.074787
GLSS-LU-00C1-TP	1	152280265	152281534	18	0.011079
GLSS-LU-00C1-TP	1	152281621	155630752	119	0.014909
GLSS-LU-00C1-TP	1	155735012	156011444	15	0.305248
GLSS-LU-00C1-TP	1	156133038	196682947	516	-0.012048
GLSS-LU-00C1-TP	1	196712577	196712586	2	0.001608
GLSS-LU-00C1-TP	1	196920148	242383201	730	-0.037263
GLSS-LU-00C1-TP	1	243329049	243329075	2	-0.0141
GLSS-LU-00C1-TP	1	243777066	247323195	28	0.071453
GLSS-LU-00C1-TP	1	247486213	248813901	68	-0.687666
GLSS-LU-00C1-TP	1	248814052	249211350	8	0.040487
GLSS-LU-00C1-TP	2	41404	70488470	621	-0.065834
GLSS-LU-00C1-TP	2	70524368	70524606	18	0.121821
GLSS-LU-00C1-TP	2	70528827	74761539	92	-0.035017
GLSS-LU-00C1-TP	2	74788224	74788380	15	0.509555
GLSS-LU-00C1-TP	2	74884611	79254771	20	-0.120233
GLSS-LU-00C1-TP	2	79385630	79385631	2	0.225006
GLSS-LU-00C1-TP	2	79385758	79385823	4	0.471222
GLSS-LU-00C1-TP	2	80772972	95947099	73	-0.06379
GLSS-LU-00C1-TP	2	95963242	95963242	1	0.872647
GLSS-LU-00C1-TP	2	97267260	98928929	28	0.139569
GLSS-LU-00C1-TP	2	98986510	170163768	491	-0.04057
GLSS-LU-00C1-TP	2	171055942	171573185	15	0.26425
GLSS-LU-00C1-TP	2	171678625	175319482	38	-0.062825
GLSS-LU-00C1-TP	2	175319487	175319487	1	1.189168
GLSS-LU-00C1-TP	2	175326258	233244930	642	-0.046764
GLSS-LU-00C1-TP	2	233244937	233245141	3	0.22401
GLSS-LU-00C1-TP	2	233245210	240984833	121	-0.05062
GLSS-LU-00C1-TP	2	240985347	240985347	1	-0.24384
GLSS-LU-00C1-TP	2	240985511	242814009	159	-0.069517
GLSS-LU-00C1-TP	3	1189576	10049922	82	-0.034314
GLSS-LU-00C1-TP	3	10088266	10088308	3	0.411703
GLSS-LU-00C1-TP	3	10105847	30769948	178	-0.027786
GLSS-LU-00C1-TP	3	30842350	30842350	1	0.766987
GLSS-LU-00C1-TP	3	30885806	195452005	1330	-0.037753
GLSS-LU-00C1-TP	3	195452649	195475989	20	0.061793
GLSS-LU-00C1-TP	3	195479237	195497809	7	0.13858
GLSS-LU-00C1-TP	3	195505762	195505866	4	4.533358
GLSS-LU-00C1-TP	3	195506060	195506421	15	4.533358
GLSS-LU-00C1-TP	3	195506435	195506473	3	4.533358
GLSS-LU-00C1-TP	3	195506483	195506549	7	4.533358
GLSS-LU-00C1-TP	3	195506555	195506558	2	4.533358
GLSS-LU-00C1-TP	3	195506578	195506579	2	4.533358
GLSS-LU-00C1-TP	3	195506581	195506597	3	4.533358
GLSS-LU-00C1-TP	3	195506661	195506676	2	4.533358
GLSS-LU-00C1-TP	3	195506740	195506740	1	4.533358
GLSS-LU-00C1-TP	3	195515003	195515414	6	0.324038
GLSS-LU-00C1-TP	3	195515422	196158332	23	0.163271
GLSS-LU-00C1-TP	3	196538121	196538228	8	0.851743
GLSS-LU-00C1-TP	3	196541580	197432124	30	0.062833
GLSS-LU-00C1-TP	4	86798	155713	2	0.371362
GLSS-LU-00C1-TP	4	338156	367267	14	0.181629
GLSS-LU-00C1-TP	4	436067	1210654	41	-0.015978
GLSS-LU-00C1-TP	4	1231435	1231470	2	-0.25106
GLSS-LU-00C1-TP	4	1330759	1377615	16	-0.08871
GLSS-LU-00C1-TP	4	1388350	1388379	3	0.205742
GLSS-LU-00C1-TP	4	1388413	1388583	3	0.205742
GLSS-LU-00C1-TP	4	1388631	1388974	6	0.205742
GLSS-LU-00C1-TP	4	1389005	6384369	160	-0.010129
GLSS-LU-00C1-TP	4	6580826	6581010	3	1.478409
GLSS-LU-00C1-TP	4	6591015	10599670	87	-0.11552
GLSS-LU-00C1-TP	4	10669462	10669462	1	-0.369936
GLSS-LU-00C1-TP	4	10669522	88533540	411	0.005221
GLSS-LU-00C1-TP	4	88535785	88537423	20	0.721122
GLSS-LU-00C1-TP	4	88537426	88537522	15	0.200365
GLSS-LU-00C1-TP	4	88577754	120548222	115	-0.015197
GLSS-LU-00C1-TP	4	121631395	121631397	2	0.893812
GLSS-LU-00C1-TP	4	121737767	190863127	270	-0.031298
GLSS-LU-00C1-TP	5	163769	666323	60	-0.123468
GLSS-LU-00C1-TP	5	814733	825443	7	0.271089
GLSS-LU-00C1-TP	5	878461	1035413	4	0.276652
GLSS-LU-00C1-TP	5	1035602	140221139	816	-0.029116
GLSS-LU-00C1-TP	5	140221195	140221195	1	-0.11666
GLSS-LU-00C1-TP	5	140222641	140228164	2	-0.30128
GLSS-LU-00C1-TP	5	140228410	140228413	2	-0.512586
GLSS-LU-00C1-TP	5	140229368	140554006	41	-0.177506
GLSS-LU-00C1-TP	5	140554562	140626790	25	-0.122434
GLSS-LU-00C1-TP	5	140683265	150511910	182	-0.115193
GLSS-LU-00C1-TP	5	150512589	150516194	2	0.018444
GLSS-LU-00C1-TP	5	150518358	156479323	59	-0.073317
GLSS-LU-00C1-TP	5	156479572	156479572	1	-0.097156
GLSS-LU-00C1-TP	5	156670823	180582604	305	-0.041692
GLSS-LU-00C1-TP	6	335251	348906	5	-0.120445
GLSS-LU-00C1-TP	6	556106	17282415	117	0.014614
GLSS-LU-00C1-TP	6	17601035	17601111	14	0.270603
GLSS-LU-00C1-TP	6	17605106	29911240	127	-0.146319
GLSS-LU-00C1-TP	6	29911246	29912030	15	-0.210257
GLSS-LU-00C1-TP	6	29912493	31085382	32	-0.199214
GLSS-LU-00C1-TP	6	31088037	31237162	22	0.257735
GLSS-LU-00C1-TP	6	31237592	31237774	11	-0.043009
GLSS-LU-00C1-TP	6	31237786	31237876	4	-0.043009
GLSS-LU-00C1-TP	6	31237950	31238318	22	-0.105911
GLSS-LU-00C1-TP	6	31238372	31238983	22	-0.105911
GLSS-LU-00C1-TP	6	31238992	31239006	2	-0.105911
