Gene	outputs_absolute	AD20	AD21	AD22	AD23	Camb10	Camb12	Camb13	Camb2	Camb4	Camb7	Camb8	Camb9	H043_4PGF	H043_5VWP	H043_63R6	H043_6F91	H043_BU96	H043_D9MRCY	H043_DSX2	H043_GESMJV	H043_GKS176	H043_LNWEGT	H043_N7LCPV	H043_PWC258	H043_W99H5K	H043_XACH	H043_XG4KY2	H043_ZMHY	HF2829	HF2919	HF2934	HF2998	HF3162	K06	K12	K14	K15	K16	K17	K20	K21	K22	K24	K26	K27	K30	K32	K34	K36	K37	Leeds101	Leeds105	Leeds106	Leeds28	Preston10	Preston16	Preston22	Preston24	Preston27	Preston30	Preston34	Preston36	Preston5	Preston7	R001	R002	R003	R005	R006	R007	R008	R009	R010	R095	R099	R100	R101	R102	R104	R106	R107	R108	R109	R110	R111	R112	R113	s123	s139	s151	s181	s245	s259	s279	s295	s309	s326	s341	s357	s383	s402	Walton10	Walton14	Walton19	Walton2	Walton3	Walton43	Walton46	Walton50	Walton55	Walton59	Walton5	Walton62	Walton63	Walton64	Walton67	Walton71	Walton82	Walton84	Walton8
KMT2D_TARGET_GENES	NA	0.17303823	0.0039525693	0.033970278	0.047808766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013861386	0.0	0.008	0.0	0.005882353	0.28031808	0.0	0.002016129	0.0	0.31320754	0.0	0.007984032	0.0043010754	0.001968504	0.0019607844	0.025917927	0.0	0.0	0.006185567	0.0	0.0	0.0	0.0111524165	0.0	0.0	0.0	0.0	0.0020533882	0.0	0.0038387715	0.0	0.0	0.100823045	0.0	0.002057613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019723866	0.0	0.0	0.0	0.0	0.0	0.0	0.005952381	0.0020533882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019267823	0.008	0.0019646366	0.002020202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012820513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041237115
ZNF197_TARGET_GENES	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020242915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020491802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRMT5_TARGET_GENES	NA	0.20566037	0.026530612	0.2430279	0.30107528	0.0020242915	0.44989774	0.466	0.35465115	0.36	0.007707129	0.23838384	0.24144869	0.016032064	0.018518519	0.18811882	0.5801688	0.9377432	0.04847397	0.14373717	0.068359375	0.48008385	0.7237113	0.920078	0.071287125	0.22267206	0.26530612	0.11958763	0.812749	0.017681729	0.33675563	0.07755102	0.6931818	0.014613778	0.4949495	0.06762295	0.22851562	0.15083799	0.004032258	0.36494845	0.3057199	0.04117647	0.39204547	0.18619247	0.2568421	0.8828125	0.11789474	0.45325205	0.095703125	0.059642147	0.17107943	0.2413793	0.019723866	0.48225468	0.42540324	0.03846154	0.01010101	0.09	0.007952286	0.054655872	0.01984127	0.010504202	0.4265306	0.0060362173	0.13706563	0.08528785	0.1959596	0.12676056	0.37307692	0.20833333	0.07070707	0.32426777	0.118473895	0.39147288	0.022540983	0.36960986	0.043392505	0.04809619	0.09746589	0.27634194	0.010526316	0.18395303	0.018036073	0.24744377	0.0056179776	0.3100616	0.04158416	0.72837025	0.27	0.21020408	0.005964215	0.0054545454	0.032388665	0.21763602	0.4077079	0.27272728	0.2526096	0.0625	0.28456914	0.0995935	0.21298175	0.4215501	0.26937985	0.39361703	0.13537118	0.0042283298	0.0703125	0.14757282	0.2807377	0.37809917	0.48755187	0.044401545	0.11456311	0.2776699	0.1237525	0.13855422	0.05394191	0.036093418	0.11553785	0.06616257	0.09221312
TERT_TARGET_GENES	NA	0.16317992	0.5252101	0.01910828	0.55859375	0.13178295	0.26915115	0.08413002	0.43326488	0.0038986355	0.0	0.21341464	0.0019880715	0.036072146	0.054924242	0.22690763	0.3014553	0.036563072	0.29376256	0.03131524	0.5619658	0.0	0.47959185	0.65252525	0.01754386	0.008064516	0.44962686	0.29708737	0.8021739	0.034764826	0.039848197	0.8566243	0.007662835	0.017475728	0.07569721	0.15631263	0.015473888	0.001968504	0.009560229	0.021484375	0.53424656	0.086105675	0.51619434	0.64327484	0.016736401	0.77799225	0.4845996	0.08232932	0.09746589	0.13939394	0.63241106	0.03807615	0.07874016	0.2892562	0.1023166	0.40160644	0.22494887	0.004056795	0.013409962	0.042168673	0.53474903	0.24444444	0.045889102	0.09430256	0.0121951215	0.13502936	0.031055901	0.16666667	0.20850202	0.029940119	0.15860735	0.004255319	0.52917504	0.7558594	0.005988024	0.6640625	0.08576998	0.21730769	0.0	0.021653544	0.0038910506	0.28752643	0.09496124	0.36065573	0.047244094	0.38123754	0.47464502	0.2559524	0.10392157	0.09514563	0.24748491	0.7119675	0.0040241447	0.016632017	0.0	0.013565891	0.030364372	0.11494253	0.265625	0.32730925	0.4990403	0.02238806	0.0020703934	0.41774893	0.90983605	0.31187123	0.17355372	0.2955975	0.021484375	0.18786693	0.018292682	0.17137097	0.25514403	0.1090535	0.0019011407	0.07926829	0.002	0.06666667	0.046	0.08982036	0.0020408162
ZNF213_TARGET_GENES	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XPO1_TARGET_GENES	NA	0.12248996	0.5913556	0.28163266	0.844	0.4762846	0.75255626	0.10141988	0.5895372	0.8109756	0.877907	0.2945892	0.50793654	0.38867188	0.1904762	0.25506073	0.31967214	0.0	0.5383065	0.25298804	0.3438114	0.05210421	0.24550898	0.017441861	0.19607843	0.17953669	0.52208835	0.723658	0.8303393	0.73843056	0.57380456	0.1812977	0.05631068	0.4765784	0.3828125	0.8888889	0.61618257	0.85940593	0.40530303	0.61354584	0.27991885	0.58762884	0.4927235	0.9556962	0.08571429	0.72908366	0.9510204	0.8516378	0.58536583	0.6647619	0.8769531	0.11740891	0.6863158	0.3211382	0.76954734	0.6585366	0.24453281	0.5833333	0.84158415	0.62204725	0.059670784	0.56772906	0.61354584	0.5305343	0.49506903	0.72540987	0.185567	0.46516395	0.21471173	0.728	0.11895161	0.43538767	0.6800805	0.44337812	0.8701031	0.9539347	0.7287449	0.42395437	1.0	0.077071294	0.26120856	0.35687023	0.9280303	0.8236473	0.39553753	0.74181116	0.6640625	0.75306123	0.61003864	0.31445312	0.5082645	0.31791908	0.2893701	0.770751	0.17228465	0.27044025	0.02016129	0.37525773	0.76363635	0.3247012	0.4529058	0.05858586	0.5750988	0.7338403	0.852	0.7741935	0.8822355	0.6074219	0.85549134	0.062374245	0.49156117	0.39839035	0.81086516	0.7842324	0.4547244	0.5019531	0.737475	0.6817289	0.97308487	0.85828346	0.13714285
SETD1A_TARGET_GENES	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB5_TARGET_GENES	NA	0.004132231	0.0058027077	0.0	0.1027668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038240917	0.0	0.0	0.0	0.048262548	0.0	0.0	0.0	0.0	0.0	0.0186722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020120724	0.0	0.0	0.02734375	0.0	0.0	0.016759777	0.0118811885	0.0	0.022357723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203666	0.0	0.0	0.0	0.0	0.0019305019	0.0	0.0	0.0	0.0	0.0	0.0	0.007874016	0.0	0.0	0.0	0.0	0.0	0.007952286	0.0	0.0	0.11811024	0.056862745	0.0061601643	0.0	0.0	0.0	0.037254903	0.0	0.004201681	0.0	0.026915114	0.001984127	0.036585364	0.0	0.0	0.0038314175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020120724	0.0	0.0
TBX3_TARGET_GENES	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020533882	0.0	0.0	0.0	0.0	0.0	0.0020876827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB7B_TARGET_GENES	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP73_TARGET_GENES	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXP2_TARGET_GENES	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
